Longitud,Latitud,Fecha_Acc,AA_Acc,Hora_Acc,Localidad,Gravedad_Indicador_Tradicional,Con_Embriaguez
-74.11714342132,4.64587326396,2024-08-06,2024,16,FONTIBÓN,Con Heridos,NO
-74.10424157775,4.49357700979,2024-08-05,2024,8,USME,Con Heridos,NO
-74.16870621626,4.62480480569,2024-08-05,2024,12,KENNEDY,Con Heridos,NO
-74.12885216775,4.65480235293,2024-08-06,2024,23,FONTIBÓN,Con Heridos,NO
-74.11166099493,4.66672901045,2024-09-25,2024,19,ENGATIVÁ,Solo Daños,NO
-74.16460243647,4.64156730109,2024-09-25,2024,18,KENNEDY,Con Heridos,NO
-74.07873821661,4.60525099869,2024-10-07,2024,20,SANTA FE,Con Heridos,NO
-74.08129037116,4.59495694029,2024-10-07,2024,19,SANTA FE,Con Heridos,NO
-74.1086166877,4.69777622535,2024-09-27,2024,17,ENGATIVÁ,Con Heridos,NO
-74.07144676923,4.61072817008,2024-10-06,2024,16,SANTA FE,Con Heridos,NO
-74.06084386294,4.68766611609,2024-10-07,2024,6,BARRIOS UNIDOS,Con Heridos,NO
-74.10900989968,4.58929882105,2024-10-07,2024,21,ANTONIO NARIÑO,Con Heridos,NO
-74.10667505077,4.70103970354,2024-10-07,2024,20,ENGATIVÁ,Con Heridos,NO
-74.15009814451,4.62757665598,2024-07-14,2024,7,KENNEDY,Con Heridos,NO
-74.08311586511,4.62474171123,2024-07-14,2024,13,TEUSAQUILLO,Solo Daños,SI
-74.07424710531,4.59391041777,2024-07-16,2024,18,CANDELARIA,Con Heridos,NO
-74.09598128823,4.58485466042,2024-07-16,2024,8,ANTONIO NARIÑO,Con Heridos,NO
-74.05910757691,4.67314671981,2024-09-02,2024,16,CHAPINERO,Con Heridos,NO
-74.06457392264,4.60797685853,2024-08-03,2024,0,SANTA FE,Con Muertos,NO
-74.1020399112,4.59704556238,2024-11-18,2024,19,LOS MÁRTIRES,Con Heridos,NO
-74.1546688104,4.56950731228,2024-11-18,2024,18,CIUDAD BOLÍVAR,Con Heridos,NO
-74.16061130945,4.5484034602,2024-11-17,2024,8,CIUDAD BOLÍVAR,Con Heridos,NO
-74.11666063254,4.59841978137,2024-11-21,2024,19,PUENTE ARANDA,Con Heridos,NO
-74.06478669218,4.80243045626,2024-11-20,2024,21,SUBA,Con Heridos,NO
-74.03417307056,4.72213611106,2024-11-20,2024,7,USAQUÉN,Con Heridos,NO
-74.13184729998,4.64521917316,2024-12-06,2024,14,KENNEDY,Con Heridos,NO
-74.06099943106,4.64401614272,2024-12-23,2024,16,CHAPINERO,Con Heridos,NO
-74.09678009932,4.74571571012,2024-12-25,2024,3,SUBA,Con Heridos,NO
-74.17842654173,4.63169699305,2024-12-29,2024,0,KENNEDY,Con Heridos,NO
-74.12348220612,4.6038846611,2024-12-22,2024,13,PUENTE ARANDA,Con Heridos,NO
-74.09148097823,4.69317895199,2024-12-16,2024,19,ENGATIVÁ,Con Muertos,NO
-74.09516540949,4.64069576807,2024-10-03,2024,15,TEUSAQUILLO,Con Heridos,NO
-74.14857405438,4.6157319437,2024-08-13,2024,20,KENNEDY,Con Heridos,NO
-74.09992364828,4.59064230861,2024-08-29,2024,0,ANTONIO NARIÑO,Con Heridos,NO
-74.10257098858,4.63324759229,2024-08-27,2024,6,PUENTE ARANDA,Con Heridos,NO
-74.13923946802,4.66334992969,2024-08-29,2024,20,FONTIBÓN,Con Heridos,NO
-74.16854394262,4.62556006223,2024-08-30,2024,9,KENNEDY,Con Heridos,NO
-74.10039035265,4.60818628467,2024-08-30,2024,8,PUENTE ARANDA,Con Heridos,NO
-74.0772858042,4.65850583936,2024-08-30,2024,20,BARRIOS UNIDOS,Con Heridos,NO
-74.04013989155,4.76028882611,2024-08-31,2024,2,USAQUÉN,Con Heridos,NO
-74.07189724629,4.63329304083,2024-08-30,2024,16,TEUSAQUILLO,Con Heridos,NO
-74.06620917498,4.58833052854,2024-08-29,2024,12,SANTA FE,Con Heridos,NO
-74.17468894394,4.62689705006,2024-08-30,2024,13,KENNEDY,Con Heridos,NO
-74.12029770567,4.65647052733,2024-08-30,2024,19,FONTIBÓN,Con Heridos,NO
-74.1211690534,4.58078029415,2024-08-30,2024,17,RAFAEL URIBE URIBE,Con Heridos,NO
-74.13752017205,4.55525627939,2024-08-30,2024,12,CIUDAD BOLÍVAR,Con Heridos,NO
-74.08687260862,4.57072042665,2024-08-29,2024,19,SAN CRISTÓBAL,Con Heridos,NO
-74.10456252878,4.50618218888,2024-04-22,2024,3,USME,Con Heridos,NO
-74.05280796473,4.71978699227,2024-04-20,2024,10,SUBA,Con Heridos,NO
-74.08828929044,4.74842860787,2024-01-22,2024,2,SUBA,Solo Daños,NO
-74.08641434389,4.56680989476,2024-01-22,2024,15,SAN CRISTÓBAL,Solo Daños,NO
-74.13511752791,4.53912290113,2024-01-23,2024,19,CIUDAD BOLÍVAR,Con Heridos,NO
-74.06823603098,4.6292427618,2024-01-18,2024,13,CHAPINERO,Solo Daños,NO
-74.09484013165,4.62573857667,2024-01-05,2024,1,PUENTE ARANDA,Solo Daños,SI
-74.17931471856,4.59709210673,2024-02-01,2024,18,BOSA,Con Heridos,NO
-74.11174975176,4.62745882426,2024-02-02,2024,10,PUENTE ARANDA,Con Heridos,NO
-74.15331838314,4.62401345638,2024-02-06,2024,10,KENNEDY,Con Heridos,NO
-74.05714239813,4.68574477312,2024-02-12,2024,15,CHAPINERO,Con Heridos,NO
-74.09362873554,4.66660165293,2024-02-12,2024,8,BARRIOS UNIDOS,Con Heridos,NO
-74.07212523405,4.66892112693,2024-02-10,2024,7,BARRIOS UNIDOS,Con Muertos,NO
-74.10871056502,4.50672365707,2024-02-18,2024,5,USME,Con Heridos,NO
-74.1073343459,4.59800683431,2024-02-17,2024,20,PUENTE ARANDA,Con Heridos,NO
-74.08943889324,4.59735703442,2024-02-15,2024,23,LOS MÁRTIRES,Con Muertos,NO
-74.11176120288,4.61629556377,2024-02-16,2024,13,PUENTE ARANDA,Con Heridos,NO
-74.08778054025,4.610661004,2024-03-16,2024,22,LOS MÁRTIRES,Solo Daños,SI
-74.10336246747,4.54650678921,2024-03-16,2024,7,SAN CRISTÓBAL,Con Heridos,NO
-74.18326524679,4.62601856272,2024-03-14,2024,9,BOSA,Con Heridos,NO
-74.06618682329,4.58826547035,2024-03-25,2024,15,SANTA FE,Con Heridos,NO
-74.09171072428,4.54235672224,2024-03-23,2024,6,SAN CRISTÓBAL,Con Heridos,NO
-74.15110556071,4.56742702469,2024-03-24,2024,13,CIUDAD BOLÍVAR,Solo Daños,SI
-74.12450158232,4.52296713757,2024-03-30,2024,16,USME,Con Heridos,NO
-74.05275968497,4.68059804165,2024-03-28,2024,21,CHAPINERO,Con Heridos,NO
-74.04623262105,4.66486061277,2024-03-30,2024,22,CHAPINERO,Con Heridos,NO
-74.15621785109,4.61795532729,2024-04-07,2024,20,KENNEDY,Con Heridos,NO
-74.05160633509,4.71899575016,2024-03-23,2024,21,USAQUÉN,Con Heridos,NO
-74.04508619984,4.74389691175,2024-03-23,2024,16,USAQUÉN,Solo Daños,NO
-74.11412288525,4.74069320272,2024-03-23,2024,7,SUBA,Solo Daños,SI
-74.06756547873,4.67387207698,2024-04-09,2024,21,BARRIOS UNIDOS,Con Heridos,NO
-74.16046915238,4.6493709491,2024-04-09,2024,5,KENNEDY,Con Heridos,NO
-74.09071927774,4.62061083586,2024-04-27,2024,6,PUENTE ARANDA,Con Muertos,NO
-74.11875446408,4.58895149411,2024-04-28,2024,8,RAFAEL URIBE URIBE,Con Heridos,NO
-74.095587189,4.59987390956,2024-04-26,2024,19,LOS MÁRTIRES,Con Heridos,NO
-74.10235040511,4.67743514357,2024-04-26,2024,7,ENGATIVÁ,Con Heridos,NO
-74.12157712166,4.67737675105,2024-05-06,2024,23,FONTIBÓN,Con Muertos,NO
-74.12461606448,4.60479622973,2024-05-13,2024,12,PUENTE ARANDA,Con Heridos,NO
-74.09644214098,4.57732228734,2024-05-13,2024,19,ANTONIO NARIÑO,Con Heridos,NO
-74.05766665539,4.74953713031,2024-05-22,2024,15,SUBA,Con Heridos,NO
-74.11092875187,4.5801376397,2024-05-14,2024,13,RAFAEL URIBE URIBE,Con Heridos,NO
-74.04135493223,4.67470614288,2024-05-14,2024,18,CHAPINERO,Con Heridos,NO
-74.09367361474,4.58658619543,2024-05-13,2024,19,ANTONIO NARIÑO,Con Heridos,NO
-74.12564359544,4.56463301232,2024-05-12,2024,13,RAFAEL URIBE URIBE,Con Heridos,NO
-74.14442686026,4.58645543185,2024-05-14,2024,9,TUNJUELITO,Con Heridos,NO
-74.11113528197,4.63118369049,2024-05-15,2024,7,PUENTE ARANDA,Con Heridos,NO
-74.14393065159,4.60856592704,2024-05-15,2024,19,KENNEDY,Con Heridos,NO
-74.03966648166,4.66822472969,2024-05-12,2024,7,CHAPINERO,Con Heridos,NO
-74.18186942543,4.62467962688,2024-04-27,2024,19,KENNEDY,Con Heridos,NO
-74.09569648688,4.68660216694,2024-05-16,2024,20,ENGATIVÁ,Con Heridos,NO
-74.07892682834,4.58250940079,2024-05-15,2024,6,SANTA FE,Con Heridos,NO
-74.08367433756,4.62441933912,2024-05-14,2024,11,PUENTE ARANDA,Con Heridos,NO
-74.0812439904,4.59220400054,2024-05-15,2024,13,CANDELARIA,Con Heridos,NO
-74.11300209944,4.65113805301,2024-05-15,2024,9,FONTIBÓN,Con Heridos,NO
-74.07303425931,4.59803843094,2024-01-25,2024,16,CANDELARIA,Con Heridos,NO
-74.14651605756,4.60756930449,2024-03-04,2024,18,KENNEDY,Con Muertos,NO
-74.09703759138,4.66927667688,2024-03-06,2024,8,ENGATIVÁ,Con Heridos,NO
-74.12539683123,4.57947117254,2024-03-06,2024,15,RAFAEL URIBE URIBE,Con Heridos,NO
-74.15453878825,4.57857355642,2024-03-06,2024,20,CIUDAD BOLÍVAR,Con Heridos,NO
-74.09091142599,4.61198269925,2024-03-06,2024,19,LOS MÁRTIRES,Con Heridos,NO
-74.10713830399,4.62722988896,2024-03-06,2024,6,PUENTE ARANDA,Con Heridos,NO
-74.12264657687,4.61686846722,2024-03-07,2024,18,PUENTE ARANDA,Con Heridos,NO
-74.15367975105,4.59642723439,2024-03-07,2024,7,BOSA,Con Heridos,NO
-74.11740092222,4.51977759739,2024-02-05,2024,20,USME,Con Heridos,NO
-74.08480329316,4.54405493968,2024-03-05,2024,9,SAN CRISTÓBAL,Con Heridos,NO
-74.16215755387,4.59966763447,2024-03-06,2024,21,BOSA,Con Heridos,NO
-74.08576246804,4.56846596222,2024-03-09,2024,15,SAN CRISTÓBAL,Con Muertos,NO
-74.07500812548,4.63583596529,2024-03-08,2024,7,TEUSAQUILLO,Con Heridos,NO
-74.11178035323,4.53637410494,2024-03-08,2024,21,USME,Con Heridos,NO
-74.09316179936,4.74089624982,2024-03-07,2024,8,SUBA,Con Heridos,NO
-74.05425097339,4.70418292046,2024-03-08,2024,4,USAQUÉN,Con Muertos,NO
-74.12660528851,4.56711614765,2024-03-07,2024,10,RAFAEL URIBE URIBE,Con Heridos,NO
-74.13982418959,4.68497148797,2024-03-09,2024,21,FONTIBÓN,Con Heridos,NO
-74.12567132216,4.5243625177,2024-02-19,2024,20,CIUDAD BOLÍVAR,Con Heridos,NO
-74.11625977522,4.67804529629,2024-02-18,2024,11,ENGATIVÁ,Con Heridos,NO
-74.11093411629,4.58428444906,2024-02-19,2024,18,RAFAEL URIBE URIBE,Con Heridos,NO
-74.11636559478,4.51519748506,2024-02-20,2024,4,USME,Con Muertos,NO
-74.06826334747,4.6898474706,2024-02-20,2024,6,USAQUÉN,Con Heridos,NO
-74.16546088259,4.63103486142,2024-02-18,2024,17,KENNEDY,Solo Daños,NO
-74.06704074114,4.66304468297,2024-02-17,2024,16,BARRIOS UNIDOS,Con Heridos,NO
-74.11649530457,4.62784332481,2024-02-20,2024,18,PUENTE ARANDA,Con Heridos,NO
-74.14945429975,4.67151325624,2024-02-20,2024,14,FONTIBÓN,Con Heridos,NO
-74.06707278035,4.69328907877,2024-02-21,2024,8,SUBA,Con Heridos,NO
-74.09430954056,4.6400988667,2024-02-21,2024,21,TEUSAQUILLO,Con Heridos,NO
-74.19079332818,4.62871174631,2024-02-20,2024,14,BOSA,Con Heridos,NO
-74.16438920085,4.63977878584,2024-02-28,2024,6,KENNEDY,Con Heridos,NO
-74.13447988813,4.59535184719,2024-02-27,2024,15,PUENTE ARANDA,Con Heridos,NO
-74.18632296507,4.61161909985,2024-04-01,2024,12,BOSA,Con Heridos,NO
-74.08487447249,4.58928697953,2024-04-02,2024,20,SANTA FE,Con Heridos,NO
-74.09533438866,4.59807756366,2024-04-02,2024,15,LOS MÁRTIRES,Solo Daños,NO
-74.09456459467,4.57576621889,2024-04-04,2024,0,SAN CRISTÓBAL,Con Heridos,NO
-74.03239635412,4.72256702498,2024-05-19,2024,14,USAQUÉN,Con Heridos,NO
-74.12314084952,4.6266388078,2024-05-20,2024,19,PUENTE ARANDA,Con Heridos,NO
-74.07700222035,4.61207821617,2024-05-18,2024,22,LOS MÁRTIRES,Con Heridos,NO
-74.09850890417,4.61683974678,2024-05-18,2024,12,PUENTE ARANDA,Con Heridos,NO
-74.07017258589,4.60441658535,2024-05-19,2024,14,SANTA FE,Con Heridos,NO
-74.1364094933,4.55651949742,2024-05-21,2024,19,CIUDAD BOLÍVAR,Con Heridos,NO
-74.11959349844,4.6789736631,2024-05-21,2024,23,ENGATIVÁ,Con Heridos,NO
-74.13583867673,4.68313374695,2024-05-21,2024,4,FONTIBÓN,Con Heridos,NO
-74.11432272575,4.64935368975,2024-05-20,2024,17,FONTIBÓN,Con Heridos,NO
-74.11602861215,4.71445677864,2024-05-20,2024,8,ENGATIVÁ,Con Heridos,NO
-74.07286893765,4.69671387149,2024-05-21,2024,18,ENGATIVÁ,Con Heridos,NO
-74.10027769987,4.59827808187,2024-05-21,2024,10,LOS MÁRTIRES,Con Heridos,NO
-74.11909876053,4.68409867217,2024-05-20,2024,14,ENGATIVÁ,Con Heridos,NO
-74.12362901156,4.7164081683,2024-05-20,2024,21,ENGATIVÁ,Con Heridos,NO
-74.07854376023,4.62822149967,2024-05-21,2024,10,TEUSAQUILLO,Con Heridos,NO
-74.13380128925,4.54028988397,2024-05-21,2024,11,CIUDAD BOLÍVAR,Con Heridos,NO
-74.09201161889,4.57931707245,2024-05-23,2024,10,SAN CRISTÓBAL,Con Heridos,NO
-74.09072098915,4.53588212437,2024-05-26,2024,0,SAN CRISTÓBAL,Con Heridos,NO
-74.09449388153,4.62623535601,2024-05-26,2024,7,PUENTE ARANDA,Solo Daños,NO
-74.14726482389,4.61686621279,2024-05-27,2024,3,KENNEDY,Con Heridos,NO
-74.06957579438,4.68467876732,2024-04-29,2024,14,BARRIOS UNIDOS,Con Heridos,NO
-74.14132086222,4.6872704769,2024-04-25,2024,12,FONTIBÓN,Con Heridos,NO
-74.10591570322,4.60101047105,2024-04-23,2024,11,PUENTE ARANDA,Con Heridos,NO
-74.11389527504,4.75101360268,2024-05-01,2024,7,SUBA,Solo Daños,NO
-74.10730508749,4.62730182779,2024-04-25,2024,9,PUENTE ARANDA,Con Heridos,NO
-74.1037082452,4.56566506006,2024-04-29,2024,9,RAFAEL URIBE URIBE,Con Heridos,NO
-74.08125547354,4.59495214586,2024-04-25,2024,1,SANTA FE,Con Muertos,NO
-74.16367507283,4.64547182449,2024-04-26,2024,6,KENNEDY,Con Heridos,NO
-74.11455778067,4.59745996722,2024-04-24,2024,16,PUENTE ARANDA,Con Heridos,NO
-74.1957643408,4.62892996701,2024-04-26,2024,6,BOSA,Con Heridos,NO
-74.09447876398,4.58568542886,2024-05-04,2024,14,ANTONIO NARIÑO,Con Heridos,NO
-74.06671521847,4.65826523797,2024-04-23,2024,9,BARRIOS UNIDOS,Con Heridos,NO
-74.05971741261,4.67860983622,2024-04-27,2024,8,BARRIOS UNIDOS,Con Heridos,NO
-74.08464310353,4.59711507546,2024-04-29,2024,10,LOS MÁRTIRES,Con Heridos,NO
-74.0518168885,4.72092573779,2024-04-29,2024,9,SUBA,Con Heridos,NO
-74.09876225178,4.57861900846,2024-04-29,2024,8,RAFAEL URIBE URIBE,Con Heridos,NO
-74.09672377293,4.73123718037,2024-05-02,2024,21,SUBA,Solo Daños,SI
-74.09105615831,4.71856944218,2024-05-01,2024,12,SUBA,Con Heridos,NO
-74.18341813271,4.6070633976,2024-05-01,2024,8,BOSA,Con Heridos,NO
-74.17961744253,4.6265425629,2024-08-08,2024,17,BOSA,Con Heridos,NO
-74.06832236233,4.640720328,2024-10-03,2024,10,TEUSAQUILLO,Con Heridos,NO
-74.13796005432,4.55261729666,2024-11-16,2024,10,CIUDAD BOLÍVAR,Con Heridos,NO
-74.08778247842,4.67988844038,2024-11-07,2024,10,ENGATIVÁ,Con Heridos,NO
-74.071921386,4.66567037671,2024-11-21,2024,9,BARRIOS UNIDOS,Con Heridos,NO
-74.09346310422,4.68024873472,2024-11-19,2024,12,ENGATIVÁ,Con Heridos,NO
-74.09009603445,4.72043923172,2024-11-20,2024,17,SUBA,Con Heridos,NO
-74.06728684783,4.59960980094,2024-11-21,2024,18,SANTA FE,Con Heridos,NO
-74.11197213118,4.7132271402,2024-11-18,2024,11,ENGATIVÁ,Con Heridos,NO
-74.08566770737,4.64835773623,2024-11-23,2024,15,TEUSAQUILLO,Solo Daños,NO
-74.14293555205,4.65317516275,2024-10-17,2024,16,KENNEDY,Con Heridos,NO
-74.0785357136,4.59911491059,2024-11-06,2024,2,CANDELARIA,Solo Daños,SI
-74.08223993532,4.75096399107,2024-10-31,2024,21,SUBA,Con Heridos,NO
-74.12356463854,4.67020966049,2024-11-05,2024,19,FONTIBÓN,Con Heridos,NO
-74.18589946965,4.61874510535,2024-11-05,2024,12,BOSA,Con Heridos,NO
-74.15482846682,4.63131602634,2024-11-04,2024,18,KENNEDY,Con Heridos,NO
-74.1249513406,4.59802141855,2024-11-04,2024,15,PUENTE ARANDA,Con Heridos,NO
-74.08907947724,4.575977438,2024-11-07,2024,8,SAN CRISTÓBAL,Con Heridos,NO
-74.06810192053,4.60313327889,2024-11-04,2024,18,SANTA FE,Solo Daños,SI
-74.09502111276,4.59256503403,2024-11-08,2024,5,ANTONIO NARIÑO,Con Heridos,NO
-74.09377602522,4.60661424228,2024-11-09,2024,2,LOS MÁRTIRES,Solo Daños,SI
-74.07731799071,4.62208854895,2024-11-06,2024,18,TEUSAQUILLO,Con Heridos,NO
-74.08482549374,4.55357449719,2024-11-20,2024,11,SAN CRISTÓBAL,Solo Daños,NO
-74.1328343529,4.62231846873,2024-11-27,2024,18,KENNEDY,Con Heridos,NO
-74.04858831282,4.73858834771,2024-11-29,2024,7,USAQUÉN,Con Heridos,NO
-74.07225398009,4.66902805926,2024-08-25,2024,6,BARRIOS UNIDOS,Con Heridos,NO
-74.13359002081,4.54018811466,2024-10-08,2024,21,CIUDAD BOLÍVAR,Con Heridos,NO
-74.12539819689,4.56926170908,2024-10-07,2024,8,RAFAEL URIBE URIBE,Con Heridos,NO
-74.18315044894,4.59682151577,2024-10-07,2024,0,BOSA,Con Heridos,NO
-74.12632731383,4.69635942881,2024-11-04,2024,13,ENGATIVÁ,Con Heridos,NO
-74.10248186634,4.56620722715,2024-11-04,2024,18,RAFAEL URIBE URIBE,Con Heridos,NO
-74.08877906983,4.55963985696,2024-11-17,2024,15,SAN CRISTÓBAL,Con Heridos,NO
-74.06731424248,4.64056655187,2024-11-18,2024,12,TEUSAQUILLO,Con Heridos,NO
-74.0946611542,4.75612969238,2024-11-15,2024,7,SUBA,Con Heridos,NO
-74.12267950957,4.60347192965,2024-11-20,2024,8,PUENTE ARANDA,Con Heridos,NO
-74.03555867855,4.8174476287,2024-11-21,2024,8,USAQUÉN,Con Muertos,NO
-74.15300886377,4.58117714644,2024-11-30,2024,10,CIUDAD BOLÍVAR,Solo Daños,NO
-74.08638922159,4.58680300238,2024-12-07,2024,13,SAN CRISTÓBAL,Con Heridos,NO
-74.09507421438,4.62055396623,2024-12-23,2024,7,PUENTE ARANDA,Con Heridos,NO
-74.15715125983,4.62376749628,2024-12-27,2024,23,KENNEDY,Con Heridos,SI
-74.05441729014,4.70134226278,2024-06-29,2024,12,USAQUÉN,Con Heridos,NO
-74.15695498491,4.6287791552,2024-07-19,2024,4,KENNEDY,Con Heridos,NO
-74.18344540099,4.61365768595,2024-07-22,2024,6,BOSA,Con Heridos,NO
-74.08954707513,4.61668897793,2024-07-30,2024,4,LOS MÁRTIRES,Con Muertos,NO
-74.13828996603,4.62581537887,2024-07-25,2024,3,KENNEDY,Con Heridos,NO
-74.18729928915,4.62591162386,2024-07-28,2024,19,BOSA,Con Heridos,NO
-74.18004052431,4.63460953066,2024-07-26,2024,22,BOSA,Con Heridos,NO
-74.12039158528,4.74719655805,2024-07-28,2024,15,SUBA,Con Heridos,NO
-74.05465332453,4.69554677439,2024-07-27,2024,4,USAQUÉN,Con Heridos,NO
-74.15364650617,4.63560378445,2024-08-05,2024,9,KENNEDY,Con Heridos,NO
-74.02752546255,4.71944483363,2024-08-06,2024,17,USAQUÉN,Con Heridos,NO
-74.07470015471,4.72114493272,2024-08-08,2024,0,SUBA,Con Heridos,NO
-74.02432826941,4.72858682683,2024-09-27,2024,20,USAQUÉN,Con Heridos,NO
-74.07186505978,4.59604296903,2024-09-19,2024,9,CANDELARIA,Con Heridos,NO
-74.13418261026,4.63157045037,2024-11-17,2024,16,KENNEDY,Con Heridos,NO
-74.09452972595,4.55793268461,2024-09-30,2024,16,SAN CRISTÓBAL,Con Heridos,NO
-74.10109738485,4.67861447234,2024-10-18,2024,15,ENGATIVÁ,Con Heridos,NO
-74.13777888685,4.63222414956,2024-10-27,2024,3,KENNEDY,Con Heridos,NO
-74.19236598198,4.6039647548,2024-10-30,2024,17,BOSA,Con Heridos,NO
-74.17074674727,4.6193530216,2024-10-27,2024,15,KENNEDY,Con Heridos,NO
-74.14025651309,4.56151279522,2024-10-28,2024,13,CIUDAD BOLÍVAR,Con Heridos,NO
-74.09573241954,4.5525967478,2024-10-28,2024,14,SAN CRISTÓBAL,Con Heridos,NO
-74.07883075479,4.64267587517,2024-10-26,2024,13,TEUSAQUILLO,Con Heridos,NO
-74.10640107254,4.7335883828,2024-10-27,2024,22,SUBA,Con Heridos,NO
-74.10813139625,4.56361607859,2024-10-26,2024,20,RAFAEL URIBE URIBE,Solo Daños,SI
-74.06466332857,4.66135027614,2024-11-21,2024,14,BARRIOS UNIDOS,Con Heridos,NO
-74.03252510016,4.71704169905,2024-11-28,2024,15,USAQUÉN,Con Heridos,NO
-74.17543052571,4.59690670742,2024-11-28,2024,17,BOSA,Con Heridos,NO
-74.0832102676,4.69506238185,2024-11-26,2024,10,SUBA,Con Heridos,NO
-74.09254220907,4.57815111967,2024-12-07,2024,11,SAN CRISTÓBAL,Con Heridos,NO
-74.11943671887,4.67938437872,2024-12-06,2024,14,ENGATIVÁ,Con Heridos,NO
-74.19101146643,4.63073455044,2024-12-17,2024,17,BOSA,Con Heridos,NO
-74.09343055722,4.61229817471,2024-12-16,2024,7,LOS MÁRTIRES,Con Heridos,NO
-74.03192266757,4.73438364024,2024-12-16,2024,9,USAQUÉN,Con Heridos,NO
-74.07500860662,4.63583013482,2024-12-13,2024,9,TEUSAQUILLO,Con Heridos,NO
-74.14162126963,4.59664719879,2024-12-13,2024,12,KENNEDY,Con Heridos,NO
-74.10409984772,4.58325242783,2024-12-12,2024,13,ANTONIO NARIÑO,Con Heridos,NO
-74.10554555838,4.60673722531,2024-12-13,2024,0,PUENTE ARANDA,Con Heridos,NO
-74.15625542362,4.68388793521,2024-12-22,2024,11,FONTIBÓN,Con Heridos,NO
-74.07347438519,4.71753088062,2024-12-20,2024,11,SUBA,Con Heridos,NO
-74.13141635818,4.61095606552,2024-12-29,2024,21,KENNEDY,Con Heridos,NO
-74.13791624447,4.59475652784,2024-12-31,2024,18,TUNJUELITO,Con Muertos,NO
-74.19305709883,4.60070434769,2024-12-31,2024,15,BOSA,Con Heridos,NO
-74.13834361433,4.6089063964,2024-12-29,2024,19,KENNEDY,Con Heridos,NO
-74.13925019686,4.58314548254,2024-12-23,2024,8,TUNJUELITO,Con Heridos,NO
-74.18037650769,4.60572662497,2024-08-31,2024,23,BOSA,Con Heridos,NO
-74.1228569195,4.70910667627,2024-09-18,2024,11,ENGATIVÁ,Con Heridos,NO
-74.03404323046,4.69078310352,2024-05-31,2024,2,USAQUÉN,Con Heridos,NO
-74.10471139138,4.66930340995,2024-05-29,2024,12,ENGATIVÁ,Con Heridos,NO
-74.06622571533,4.58833231067,2024-06-05,2024,2,SANTA FE,Solo Daños,NO
-74.03282550757,4.70987234269,2024-06-04,2024,11,USAQUÉN,Solo Daños,SI
-74.04336122458,4.77203904487,2024-06-08,2024,10,USAQUÉN,Con Muertos,NO
-74.07247928564,4.73107813272,2024-06-06,2024,8,SUBA,Con Heridos,NO
-74.08340392296,4.62499996941,2024-06-06,2024,11,PUENTE ARANDA,Con Heridos,NO
-74.05532099191,4.73566924618,2024-06-07,2024,0,SUBA,Con Heridos,NO
-74.16742680256,4.62818674465,2024-06-01,2024,20,KENNEDY,Con Heridos,SI
-74.07391158526,4.59859891089,2024-06-04,2024,7,CANDELARIA,Con Heridos,NO
-74.09295526926,4.75488141277,2024-06-02,2024,6,SUBA,Con Heridos,NO
-74.0838737262,4.6745433854,2024-06-03,2024,10,BARRIOS UNIDOS,Con Muertos,NO
-74.0902301449,4.51745132862,2024-06-02,2024,18,SAN CRISTÓBAL,Con Heridos,NO
-74.07685665076,4.62922672105,2024-06-04,2024,7,TEUSAQUILLO,Con Heridos,NO
-74.16680184786,4.63147777013,2024-02-10,2024,7,KENNEDY,Con Heridos,NO
-74.21202385377,4.61408868564,2024-02-16,2024,10,BOSA,Con Heridos,NO
-74.19643295152,4.6306746341,2024-02-16,2024,1,BOSA,Con Heridos,NO
-74.03151122515,4.76026744246,2024-02-18,2024,3,USAQUÉN,Con Heridos,NO
-74.1216173548,4.60233121118,2024-02-16,2024,6,PUENTE ARANDA,Con Heridos,NO
-74.09502593462,4.61037323583,2024-02-20,2024,13,LOS MÁRTIRES,Con Heridos,NO
-74.06276164238,4.68827561387,2024-02-20,2024,22,BARRIOS UNIDOS,Con Heridos,NO
-74.17583784211,4.61253155469,2024-02-21,2024,14,KENNEDY,Con Heridos,NO
-74.16690645401,4.616559758,2024-02-20,2024,7,KENNEDY,Con Heridos,NO
-74.12358073179,4.55842197639,2024-02-23,2024,15,TUNJUELITO,Con Muertos,NO
-74.16106192057,4.62435298812,2024-02-22,2024,19,KENNEDY,Con Heridos,NO
-74.08583668654,4.61620150797,2024-02-22,2024,5,LOS MÁRTIRES,Con Heridos,NO
-74.08686397259,4.768647112,2024-02-22,2024,6,SUBA,Con Heridos,NO
-74.15493674821,4.59650511551,2024-02-22,2024,18,BOSA,Con Heridos,NO
-74.16899589484,4.59156202792,2024-02-22,2024,3,CIUDAD BOLÍVAR,Con Heridos,NO
-74.09712342207,4.68971915911,2024-02-25,2024,20,ENGATIVÁ,Con Heridos,NO
-74.02520758122,4.75747017512,2024-02-23,2024,7,USAQUÉN,Con Heridos,NO
-74.13331715805,4.66239821155,2024-02-28,2024,21,FONTIBÓN,Con Heridos,NO
-74.12448329513,4.57705091138,2024-02-28,2024,9,TUNJUELITO,Con Heridos,NO
-74.06001237814,4.63570982994,2024-02-27,2024,18,CHAPINERO,Con Heridos,NO
-74.09028294368,4.74178976522,2024-05-04,2024,20,SUBA,Con Heridos,NO
-74.12176487629,4.55793268461,2024-04-30,2024,9,RAFAEL URIBE URIBE,Con Heridos,NO
