Longitud,Latitud,Fecha_Acc,AA_Acc,Hora_Acc,Localidad,Gravedad_Indicador_Tradicional,Con_Embriaguez
-74.04385639357,4.76908089159,2024-03-19,2024,19,USAQUÉN,Con Heridos,NO
-74.08607540314,4.62130789056,2024-03-22,2024,3,PUENTE ARANDA,Con Muertos,NO
-74.18358174746,4.64011831001,2024-04-02,2024,17,BOSA,Con Heridos,NO
-74.04543188994,4.67859843728,2024-04-24,2024,20,CHAPINERO,Con Heridos,NO
-74.08046153967,4.69540776762,2024-04-24,2024,14,SUBA,Con Heridos,NO
-74.18075177318,4.60756407868,2024-04-28,2024,14,BOSA,Con Muertos,NO
-74.13170246135,4.64495474911,2024-04-24,2024,6,KENNEDY,Con Heridos,NO
-74.1640177149,4.61097210636,2024-04-25,2024,19,KENNEDY,Con Heridos,NO
-74.17470900004,4.61457601303,2024-04-27,2024,10,KENNEDY,Con Heridos,NO
-74.1042088488,4.58323200613,2024-04-26,2024,19,ANTONIO NARIÑO,Con Heridos,NO
-74.16705056103,4.62012341247,2024-04-27,2024,16,KENNEDY,Con Heridos,NO
-74.06767251137,4.68967347066,2024-04-28,2024,11,BARRIOS UNIDOS,Con Heridos,NO
-74.09098786895,4.62609743012,2024-04-26,2024,5,TEUSAQUILLO,Con Heridos,NO
-74.13263756496,4.67998853359,2024-04-28,2024,0,FONTIBÓN,Con Heridos,NO
-74.14168881222,4.60794420917,2024-01-28,2024,21,KENNEDY,Con Heridos,NO
-74.09768034781,4.54598736628,2024-02-12,2024,17,SAN CRISTÓBAL,Con Heridos,NO
-74.11159222469,4.67846477156,2024-02-12,2024,17,ENGATIVÁ,Con Heridos,NO
-74.07017258589,4.59203792873,2024-02-14,2024,18,SANTA FE,Con Heridos,NO
-74.1396203417,4.57378770772,2024-02-18,2024,16,TUNJUELITO,Con Heridos,NO
-74.09771887247,4.72303214475,2024-02-18,2024,21,SUBA,Con Heridos,NO
-74.08110526983,4.62728044006,2024-02-26,2024,22,TEUSAQUILLO,Con Heridos,NO
-74.13073150103,4.60370809353,2024-02-28,2024,19,PUENTE ARANDA,Con Heridos,NO
-74.13981738221,4.63758857259,2024-02-29,2024,17,KENNEDY,Con Heridos,NO
-74.03478237181,4.72656552796,2024-02-29,2024,20,USAQUÉN,Con Heridos,NO
-74.10846916621,4.65018098366,2024-02-29,2024,7,FONTIBÓN,Con Heridos,NO
-74.15767697279,4.68540856377,2024-02-29,2024,5,FONTIBÓN,Con Heridos,NO
-74.05052808707,4.69515113967,2024-02-28,2024,12,USAQUÉN,Con Heridos,NO
-74.14246080105,4.61913968758,2024-03-15,2024,12,KENNEDY,Con Heridos,NO
-74.16779962961,4.62864658016,2024-03-16,2024,22,KENNEDY,Con Heridos,NO
-74.15980128233,4.61587801339,2024-03-16,2024,2,KENNEDY,Con Heridos,NO
-74.08984949274,4.5821484624,2024-03-14,2024,17,SAN CRISTÓBAL,Con Heridos,NO
-74.07019940798,4.60451283324,2024-06-15,2024,5,SANTA FE,Solo Daños,SI
-74.13841408205,4.62580906021,2024-01-21,2024,7,KENNEDY,Con Heridos,NO
-74.11734484369,4.71004269655,2024-01-22,2024,17,ENGATIVÁ,Con Heridos,NO
-74.09716550831,4.58675293561,2024-01-21,2024,17,ANTONIO NARIÑO,Con Heridos,NO
-74.13267732187,4.56716718964,2024-01-26,2024,22,TUNJUELITO,Solo Daños,SI
-74.17128857332,4.59645202671,2024-02-02,2024,8,BOSA,Con Heridos,NO
-74.19646183592,4.60785063418,2024-02-01,2024,13,BOSA,Con Heridos,NO
-74.19569435731,4.62443416342,2024-02-01,2024,15,BOSA,Con Heridos,NO
-74.10167244856,4.58381121671,2024-02-06,2024,7,ANTONIO NARIÑO,Con Heridos,NO
-74.15436468924,4.6168096093,2024-02-05,2024,12,KENNEDY,Con Heridos,NO
-74.0818992037,4.59975389416,2024-02-07,2024,17,SANTA FE,Con Heridos,NO
-74.11717025225,4.62869737593,2024-02-06,2024,11,PUENTE ARANDA,Con Heridos,NO
-74.18390217255,4.63617379521,2024-02-11,2024,10,BOSA,Con Heridos,NO
-74.11390063946,4.70163898621,2024-02-12,2024,12,ENGATIVÁ,Con Heridos,NO
-74.10474452755,4.49935230594,2024-02-12,2024,17,USME,Con Heridos,NO
-74.118814919,4.54189549923,2024-02-12,2024,6,USME,Con Heridos,NO
-74.1499736685,4.65127172181,2024-02-13,2024,5,KENNEDY,Con Heridos,NO
-74.07969979231,4.62010749294,2024-02-13,2024,7,LOS MÁRTIRES,Con Heridos,NO
-74.12845698778,4.63003410527,2024-02-13,2024,17,KENNEDY,Con Heridos,NO
-74.10031095917,4.59825455382,2024-05-06,2024,7,LOS MÁRTIRES,Con Heridos,NO
-74.09743455832,4.70001636194,2024-05-04,2024,10,ENGATIVÁ,Con Heridos,NO
-74.0787277597,4.66419469912,2024-05-06,2024,22,BARRIOS UNIDOS,Con Heridos,NO
-74.10081414168,4.56515170991,2024-05-06,2024,9,SAN CRISTÓBAL,Con Heridos,NO
-74.18197564172,4.59665789263,2024-05-08,2024,20,BOSA,Con Heridos,NO
-74.12656871264,4.64922391302,2024-05-09,2024,7,FONTIBÓN,Con Muertos,NO
-74.16221527045,4.59971111703,2024-02-08,2024,0,BOSA,Con Heridos,NO
-74.06791341333,4.74266990868,2024-02-13,2024,18,SUBA,Con Heridos,NO
-74.15243481467,4.63564545421,2024-02-21,2024,12,KENNEDY,Con Heridos,NO
-74.14137987082,4.56370791066,2024-02-20,2024,19,CIUDAD BOLÍVAR,Con Heridos,NO
-74.12021187727,4.5333446758,2024-02-21,2024,14,USME,Con Heridos,NO
-74.16915541655,4.64271646219,2024-02-26,2024,10,KENNEDY,Con Heridos,NO
-74.05907227991,4.62085979347,2024-02-25,2024,14,SANTA FE,Con Heridos,NO
-74.0962999839,4.74645613448,2024-03-02,2024,3,SUBA,Con Heridos,NO
-74.07732066945,4.75925295835,2024-03-01,2024,19,SUBA,Con Heridos,NO
-74.10243956034,4.58138623022,2024-03-02,2024,2,ANTONIO NARIÑO,Con Heridos,NO
-74.08141538965,4.73945154371,2024-03-01,2024,8,SUBA,Con Heridos,NO
-74.16486529295,4.69085260737,2024-06-17,2024,1,FONTIBÓN,Con Heridos,NO
-74.11087108438,4.55711987129,2024-06-15,2024,12,RAFAEL URIBE URIBE,Con Heridos,NO
-74.17831925337,4.59713379053,2024-06-17,2024,7,BOSA,Con Heridos,NO
-74.02889338915,4.71491656198,2024-06-12,2024,20,USAQUÉN,Con Heridos,NO
-74.08539680426,4.54652647688,2024-06-17,2024,19,SAN CRISTÓBAL,Con Heridos,NO
-74.07382039015,4.60674791949,2024-06-18,2024,7,SANTA FE,Con Heridos,NO
-74.1807795147,4.60754017485,2024-06-21,2024,0,BOSA,Con Muertos,NO
-74.09175363962,4.69962607613,2024-06-15,2024,9,ENGATIVÁ,Con Heridos,NO
-74.14132768938,4.61071350432,2024-01-21,2024,8,KENNEDY,Con Heridos,NO
-74.16091708128,4.58752487908,2024-03-29,2024,14,CIUDAD BOLÍVAR,Con Heridos,NO
-74.09900739887,4.68150695214,2024-03-30,2024,18,ENGATIVÁ,Con Heridos,NO
-74.18754589325,4.61957967116,2024-03-28,2024,9,BOSA,Con Heridos,NO
-74.08105430786,4.62440111071,2024-05-28,2024,18,TEUSAQUILLO,Con Heridos,NO
-74.07340196554,4.66774487016,2024-05-28,2024,17,BARRIOS UNIDOS,Con Heridos,NO
-74.15680559718,4.64883612608,2024-04-02,2024,3,KENNEDY,Con Heridos,NO
-74.09049300139,4.5717984964,2024-04-04,2024,7,SAN CRISTÓBAL,Con Heridos,NO
-74.06844953475,4.65031572174,2024-04-04,2024,8,BARRIOS UNIDOS,Con Heridos,NO
-74.08695248549,4.62021710617,2024-04-05,2024,21,LOS MÁRTIRES,Con Muertos,NO
-74.17739840644,4.63530079158,2024-01-24,2024,13,KENNEDY,Con Heridos,NO
-74.15748580286,4.64533048241,2024-02-01,2024,15,KENNEDY,Con Heridos,NO
-74.09318447142,4.6976109677,2024-01-30,2024,16,ENGATIVÁ,Con Heridos,NO
-74.1061463732,4.62872411054,2024-02-13,2024,9,PUENTE ARANDA,Con Heridos,NO
-74.16060326283,4.62032137239,2024-02-10,2024,14,KENNEDY,Solo Daños,NO
-74.08132521097,4.59535318399,2024-02-12,2024,22,SANTA FE,Con Heridos,NO
-74.07731799071,4.59015036523,2024-02-20,2024,8,CANDELARIA,Con Heridos,NO
-74.18481019919,4.62483956088,2024-02-17,2024,23,BOSA,Con Heridos,NO
-74.09343489265,4.71352580415,2024-02-20,2024,16,SUBA,Con Heridos,NO
-74.05271745547,4.67527154887,2024-02-20,2024,18,CHAPINERO,Con Heridos,NO
-74.10730435702,4.61582284141,2024-02-21,2024,8,PUENTE ARANDA,Con Heridos,NO
-74.16749385779,4.62818941811,2024-02-20,2024,8,KENNEDY,Con Heridos,NO
-74.14085684006,4.60142754715,2024-02-23,2024,5,KENNEDY,Con Heridos,NO
-74.10454446176,4.59652616494,2024-02-24,2024,13,LOS MÁRTIRES,Con Heridos,NO
-74.10539585732,4.50657661832,2024-03-31,2024,0,USME,Con Muertos,NO
-74.144051351,4.59356722581,2024-04-06,2024,10,TUNJUELITO,Con Heridos,NO
-74.08563283865,4.56947774287,2024-04-09,2024,7,SAN CRISTÓBAL,Solo Daños,NO
-74.10615441982,4.57961895263,2024-04-10,2024,8,RAFAEL URIBE URIBE,Con Heridos,NO
-74.09954813902,4.62690615464,2024-04-12,2024,20,PUENTE ARANDA,Con Heridos,NO
-74.05774859373,4.74507685958,2024-04-13,2024,22,SUBA,Solo Daños,SI
-74.15566531603,4.68312159836,2024-04-12,2024,23,FONTIBÓN,Solo Daños,SI
-74.13189557974,4.62947267925,2024-04-12,2024,6,KENNEDY,Con Heridos,NO
-74.08297745173,4.61800879732,2024-04-13,2024,12,LOS MÁRTIRES,Solo Daños,NO
-74.1623129795,4.59623996357,2024-04-12,2024,20,BOSA,Con Muertos,NO
-74.09362313931,4.68488193418,2024-04-14,2024,10,ENGATIVÁ,Con Heridos,NO
-74.06018794856,4.6634748429,2024-04-13,2024,12,CHAPINERO,Con Muertos,NO
-74.0758293647,4.63409641025,2024-04-16,2024,13,TEUSAQUILLO,Con Heridos,NO
-74.16354684892,4.61696221219,2024-04-24,2024,16,KENNEDY,Con Heridos,NO
-74.07061246817,4.70296755714,2024-04-17,2024,8,SUBA,Con Heridos,NO
-74.08000824635,4.70983491857,2024-04-17,2024,7,SUBA,Con Heridos,NO
-74.07617000525,4.60869425681,2024-04-21,2024,10,SANTA FE,Con Heridos,NO
-74.17248813097,4.57353370927,2024-04-24,2024,23,CIUDAD BOLÍVAR,Solo Daños,SI
-74.15746239607,4.64535284308,2024-04-23,2024,13,KENNEDY,Con Heridos,NO
-74.10575477068,4.67219324902,2024-04-24,2024,7,ENGATIVÁ,Con Heridos,NO
-74.15158299391,4.63355771172,2024-04-24,2024,7,KENNEDY,Con Heridos,NO
-74.10493197383,4.56542720721,2024-04-22,2024,13,RAFAEL URIBE URIBE,Con Heridos,NO
-74.1040944833,4.49993722673,2024-04-23,2024,8,USME,Con Heridos,NO
-74.11868301813,4.68927005647,2024-04-24,2024,17,ENGATIVÁ,Con Heridos,NO
-74.20214455879,4.63752704514,2024-04-25,2024,17,BOSA,Con Heridos,NO
-74.13771726416,4.63050420849,2024-04-25,2024,0,KENNEDY,Con Heridos,NO
-74.05191303005,4.67683730222,2024-04-25,2024,23,CHAPINERO,Con Heridos,NO
-74.13130549376,4.59403243092,2024-04-25,2024,20,PUENTE ARANDA,Con Heridos,NO
-74.13513597345,4.54304847745,2024-04-24,2024,8,CIUDAD BOLÍVAR,Con Heridos,NO
-74.17199606717,4.62125575754,2024-04-25,2024,13,KENNEDY,Con Heridos,NO
-74.20381633227,4.60908058275,2024-04-24,2024,13,BOSA,Con Heridos,NO
-74.09159270708,4.69685664453,2024-04-25,2024,0,ENGATIVÁ,Con Heridos,SI
-74.17933556601,4.59702004114,2024-04-28,2024,20,BOSA,Con Heridos,NO
-74.08357156102,4.55980963817,2024-04-27,2024,1,SAN CRISTÓBAL,Solo Daños,SI
-74.18997613375,4.60207454932,2024-04-22,2024,11,BOSA,Con Heridos,NO
-74.1747264344,4.64411639533,2024-02-25,2024,20,KENNEDY,Con Heridos,NO
-74.10748211329,4.6162095285,2024-02-24,2024,9,PUENTE ARANDA,Con Heridos,NO
-74.12001875822,4.68025853703,2024-02-22,2024,23,ENGATIVÁ,Con Heridos,SI
-74.1490659759,4.62657799941,2024-02-24,2024,8,KENNEDY,Con Heridos,NO
-74.13803783838,4.59385062666,2024-02-23,2024,20,TUNJUELITO,Con Heridos,NO
-74.10794077103,4.61558125376,2024-02-20,2024,12,PUENTE ARANDA,Con Heridos,NO
-74.08770350401,4.60441123824,2024-02-24,2024,21,LOS MÁRTIRES,Con Heridos,NO
-74.16249924131,4.57543876516,2024-02-25,2024,15,CIUDAD BOLÍVAR,Con Heridos,NO
-74.10904852335,4.57832223332,2024-02-26,2024,20,RAFAEL URIBE URIBE,Con Heridos,NO
-74.07838917174,4.66267867793,2024-03-07,2024,18,BARRIOS UNIDOS,Con Heridos,NO
-74.16965169494,4.63782585034,2024-03-05,2024,10,KENNEDY,Con Heridos,NO
-74.14181585289,4.58089671063,2024-03-07,2024,23,CIUDAD BOLÍVAR,Con Heridos,NO
-74.08907484509,4.56175634691,2024-03-06,2024,6,SAN CRISTÓBAL,Con Heridos,NO
-74.12625573654,4.72768769072,2024-03-07,2024,0,ENGATIVÁ,Solo Daños,NO
-74.09648082387,4.60315587321,2024-03-09,2024,23,LOS MÁRTIRES,Con Heridos,NO
-74.09106967632,4.69636744842,2024-03-10,2024,8,ENGATIVÁ,Con Heridos,NO
-74.11487964575,4.63452015049,2024-03-09,2024,2,PUENTE ARANDA,Con Heridos,NO
-74.09765986388,4.70705216175,2024-03-09,2024,4,ENGATIVÁ,Con Heridos,NO
-74.08775909862,4.59119695932,2024-03-08,2024,18,ANTONIO NARIÑO,Con Heridos,NO
-74.16137305681,4.58299843274,2024-04-28,2024,19,CIUDAD BOLÍVAR,Con Heridos,NO
-74.10594640487,4.50917829224,2024-05-01,2024,15,USME,Con Muertos,NO
-74.18991298,4.61996166591,2024-04-29,2024,20,BOSA,Solo Daños,SI
-74.12928268199,4.7088909395,2024-05-01,2024,4,ENGATIVÁ,Con Heridos,SI
-74.16884032671,4.69433046422,2024-04-26,2024,8,FONTIBÓN,Con Heridos,NO
-74.10527197306,4.71536297496,2024-04-17,2024,16,ENGATIVÁ,Con Heridos,NO
-74.16416920781,4.63347702271,2024-04-22,2024,0,KENNEDY,Solo Daños,SI
-74.09953509356,4.62688562103,2024-04-23,2024,22,PUENTE ARANDA,Con Heridos,NO
-74.11242274229,4.63736468408,2024-04-22,2024,10,PUENTE ARANDA,Con Heridos,NO
-74.1021606106,4.6758342689,2024-04-23,2024,12,ENGATIVÁ,Con Heridos,NO
-74.07785443251,4.67660952032,2024-04-23,2024,19,BARRIOS UNIDOS,Con Heridos,NO
-74.08216419175,4.66662841988,2024-05-02,2024,17,BARRIOS UNIDOS,Solo Daños,NO
-74.06640810554,4.63228247834,2024-05-02,2024,21,CHAPINERO,Con Heridos,NO
-74.10980490629,4.49750661041,2024-04-25,2024,13,USME,Con Heridos,NO
-74.16314063256,4.63639021874,2024-05-12,2024,17,KENNEDY,Con Heridos,NO
-74.13987783377,4.61174742907,2024-06-04,2024,8,KENNEDY,Con Heridos,NO
-74.12654725496,4.52557184587,2024-05-28,2024,12,CIUDAD BOLÍVAR,Con Heridos,NO
-74.06370846216,4.74983748474,2024-04-09,2024,5,SUBA,Con Heridos,NO
-74.11892978136,4.61902472719,2024-04-06,2024,4,PUENTE ARANDA,Con Heridos,NO
-74.07412504358,4.58557955567,2024-04-11,2024,8,SANTA FE,Con Heridos,NO
-74.12647215311,4.56203951679,2024-04-11,2024,19,TUNJUELITO,Con Heridos,NO
-74.12028161471,4.52369747707,2024-04-11,2024,18,USME,Con Heridos,NO
-74.12058202212,4.53400778229,2024-04-11,2024,19,USME,Con Heridos,NO
-74.05307082121,4.6559554605,2024-04-10,2024,18,CHAPINERO,Con Heridos,NO
-74.085675754,4.73815104027,2024-04-10,2024,21,SUBA,Con Heridos,NO
-74.10887686198,4.54619492946,2024-04-11,2024,19,RAFAEL URIBE URIBE,Con Heridos,NO
-74.10573867743,4.74435514487,2024-04-11,2024,0,SUBA,Con Heridos,NO
-74.13315085356,4.68226615643,2024-04-10,2024,7,FONTIBÓN,Con Heridos,NO
-74.05932036822,4.67204889102,2024-04-10,2024,16,CHAPINERO,Con Heridos,NO
-74.06090153043,4.68708869665,2024-04-20,2024,22,BARRIOS UNIDOS,Con Heridos,NO
-74.17764142665,4.63212451663,2024-04-21,2024,19,KENNEDY,Con Heridos,NO
-74.1732981581,4.63991780363,2024-04-22,2024,18,KENNEDY,Con Heridos,NO
-74.05482498591,4.64172503241,2024-04-21,2024,16,CHAPINERO,Con Heridos,NO
-74.12172464316,4.51842996673,2024-04-21,2024,22,USME,Con Heridos,NO
-74.13104057265,4.60563244673,2024-04-20,2024,4,PUENTE ARANDA,Con Heridos,NO
-74.1374464113,4.6321742037,2024-04-23,2024,12,KENNEDY,Con Heridos,NO
-74.09375456755,4.60184997012,2024-04-20,2024,5,LOS MÁRTIRES,Con Heridos,NO
-74.14062348788,4.71208838207,2024-03-01,2024,20,ENGATIVÁ,Con Heridos,NO
-74.11411239347,4.61484818703,2024-03-01,2024,23,PUENTE ARANDA,Con Heridos,NO
-74.10578427498,4.69586755914,2024-02-25,2024,15,ENGATIVÁ,Solo Daños,NO
-74.12731675249,4.56234638019,2024-03-03,2024,16,TUNJUELITO,Con Heridos,NO
-74.09357754175,4.61561333589,2024-03-03,2024,19,PUENTE ARANDA,Con Heridos,SI
-74.07492937979,4.73204990937,2024-03-04,2024,17,SUBA,Con Heridos,NO
-74.04210326855,4.68095091241,2024-03-04,2024,7,CHAPINERO,Con Heridos,NO
-74.11744920199,4.57640789701,2024-03-06,2024,3,RAFAEL URIBE URIBE,Con Heridos,NO
-74.15338543837,4.63581409388,2024-03-11,2024,16,KENNEDY,Con Heridos,NO
-74.07749419804,4.60830999981,2024-03-09,2024,13,LOS MÁRTIRES,Con Heridos,NO
-74.1534538347,4.62399607877,2024-03-09,2024,16,KENNEDY,Con Heridos,NO
-74.08813801942,4.53534833932,2024-03-10,2024,11,SAN CRISTÓBAL,Con Heridos,SI
-74.11162880842,4.62755848053,2024-03-10,2024,10,PUENTE ARANDA,Con Heridos,NO
-74.10144384499,4.73654938441,2024-03-10,2024,6,SUBA,Con Heridos,NO
-74.11951852624,4.56142322609,2024-03-09,2024,23,RAFAEL URIBE URIBE,Con Heridos,NO
-74.09458679583,4.5757865031,2024-03-10,2024,0,RAFAEL URIBE URIBE,Con Heridos,NO
-74.09313229506,4.60290870002,2024-03-10,2024,4,LOS MÁRTIRES,Con Heridos,NO
-74.08572403376,4.56889487963,2024-03-11,2024,23,SAN CRISTÓBAL,Con Heridos,NO
-74.02907675409,4.70778945574,2024-03-01,2024,7,USAQUÉN,Con Heridos,NO
-74.18961001222,4.61016470043,2024-03-02,2024,17,BOSA,Con Heridos,NO
-74.11820022051,4.63726844065,2024-03-18,2024,8,PUENTE ARANDA,Con Heridos,NO
-74.15399966423,4.64256983008,2024-03-21,2024,7,KENNEDY,Con Heridos,NO
-74.164403953,4.59952396708,2024-03-21,2024,21,KENNEDY,Con Heridos,NO
-74.18269661848,4.61885629681,2024-03-21,2024,19,BOSA,Con Heridos,NO
-74.11403743212,4.50802852688,2024-03-19,2024,19,USME,Con Heridos,NO
-74.17457623069,4.61423246634,2024-03-20,2024,5,KENNEDY,Con Heridos,NO
-74.09725753252,4.75543204602,2024-03-20,2024,12,SUBA,Con Heridos,NO
-74.12657944147,4.56953121654,2024-03-19,2024,6,TUNJUELITO,Con Heridos,NO
-74.12654361619,4.5819164963,2024-03-19,2024,13,TUNJUELITO,Con Heridos,NO
-74.12656334822,4.58192095782,2024-03-19,2024,21,RAFAEL URIBE URIBE,Con Heridos,NO
-74.09337369387,4.71155909948,2024-03-22,2024,17,SUBA,Con Heridos,NO
-74.07766936009,4.75220308356,2024-03-21,2024,7,SUBA,Con Heridos,NO
-74.13586524908,4.65945755069,2024-03-23,2024,4,FONTIBÓN,Con Heridos,NO
-74.06050663528,4.61981000585,2024-03-24,2024,17,SANTA FE,Con Heridos,NO
-74.17560566595,4.61381452971,2024-03-23,2024,16,KENNEDY,Con Heridos,NO
-74.12796480243,4.6691055852,2024-02-23,2024,1,FONTIBÓN,Con Muertos,NO
-74.15291429062,4.57359856919,2024-03-27,2024,13,CIUDAD BOLÍVAR,Con Heridos,NO
-74.05284015124,4.71474548148,2024-04-04,2024,4,USAQUÉN,Solo Daños,NO
-74.1424742121,4.60576940173,2024-04-07,2024,1,KENNEDY,Con Muertos,NO
-74.054197349,4.74044450723,2024-04-03,2024,6,SUBA,Con Heridos,NO
-74.08491400664,4.58930817877,2024-04-06,2024,1,SANTA FE,Con Muertos,NO
-74.09802732651,4.58671744657,2024-04-06,2024,8,ANTONIO NARIÑO,Con Muertos,NO
-74.12139204924,4.55476163797,2024-04-03,2024,18,RAFAEL URIBE URIBE,Con Heridos,NO
-74.16364552956,4.64236694109,2024-04-06,2024,20,KENNEDY,Con Heridos,NO
-74.19898165052,4.62476336681,2024-04-04,2024,14,BOSA,Con Heridos,NO
-74.06075218472,4.68772128089,2024-04-04,2024,16,BARRIOS UNIDOS,Con Heridos,NO
-74.15124503557,4.67716556219,2024-04-06,2024,12,FONTIBÓN,Con Heridos,NO
-74.07008176101,4.72224454751,2024-04-06,2024,14,SUBA,Con Heridos,NO
-74.11008385603,4.6304458174,2024-04-06,2024,20,PUENTE ARANDA,Con Heridos,NO
-74.0602376837,4.76227750328,2024-04-05,2024,8,SUBA,Con Heridos,NO
-74.18481311142,4.60754719901,2024-04-05,2024,2,BOSA,Con Heridos,NO
-74.14007702641,4.61597477055,2024-04-05,2024,7,KENNEDY,Con Heridos,NO
-74.07157940452,4.60534831785,2024-04-06,2024,20,SANTA FE,Con Heridos,NO
-74.1123369116,4.54884730454,2024-04-07,2024,1,RAFAEL URIBE URIBE,Con Heridos,NO
-74.08467797224,4.62312586083,2024-04-05,2024,14,PUENTE ARANDA,Con Heridos,NO
-74.17742741887,4.61041467554,2024-04-06,2024,23,KENNEDY,Con Heridos,NO
-74.02855972327,4.70773542263,2024-04-06,2024,12,USAQUÉN,Con Heridos,NO
-74.05639334689,4.71848275233,2024-01-25,2024,6,SUBA,Con Heridos,NO
-74.10624683227,4.61971934672,2024-01-27,2024,21,PUENTE ARANDA,Solo Daños,NO
-74.16864720865,4.61079589728,2024-01-28,2024,20,KENNEDY,Con Heridos,NO
-74.145539977,4.59679691936,2024-02-08,2024,14,KENNEDY,Con Heridos,NO
-74.09391484906,4.72358292138,2024-02-11,2024,8,SUBA,Solo Daños,SI
-74.07212523405,4.71107258685,2024-02-09,2024,7,SUBA,Con Heridos,NO
-74.07523659651,4.66498867895,2024-02-10,2024,23,BARRIOS UNIDOS,Con Heridos,NO
-74.16298623467,4.59968590601,2024-02-24,2024,12,BOSA,Con Heridos,NO
-74.19342009012,4.60518389456,2024-02-24,2024,18,BOSA,Con Heridos,NO
-74.14162931626,4.59538794061,2024-02-24,2024,9,TUNJUELITO,Con Heridos,NO
-74.11798312298,4.49774577317,2024-03-20,2024,5,USME,Con Heridos,NO
-74.17852041905,4.60079123865,2024-03-28,2024,6,BOSA,Con Heridos,NO
-74.08641672484,4.59489166127,2024-03-28,2024,15,SANTA FE,Con Heridos,NO
-74.112761812,4.69703088913,2024-03-31,2024,15,ENGATIVÁ,Con Heridos,NO
-74.14954719727,4.63118101704,2024-03-26,2024,12,KENNEDY,Con Heridos,NO
-74.06732676376,4.64057278979,2024-03-30,2024,20,TEUSAQUILLO,Con Heridos,NO
-74.08813030171,4.73638367507,2024-04-22,2024,16,SUBA,Solo Daños,NO
-74.07307963683,4.60626539446,2024-04-21,2024,23,SANTA FE,Con Heridos,NO
-74.14437321608,4.56672518042,2024-04-12,2024,11,CIUDAD BOLÍVAR,Con Heridos,NO
-74.03999773447,4.70411167655,2024-04-18,2024,8,USAQUÉN,Con Heridos,NO
-74.02753828882,4.76373849719,2024-04-18,2024,8,USAQUÉN,Con Heridos,NO
-74.16430739348,4.61814781939,2024-04-20,2024,19,KENNEDY,Con Heridos,NO
-74.14543537085,4.59294160468,2024-04-19,2024,22,TUNJUELITO,Con Muertos,NO
-74.03996823017,4.66853349707,2024-04-23,2024,10,CHAPINERO,Con Heridos,NO
-74.11308256571,4.71659261402,2024-04-23,2024,16,ENGATIVÁ,Con Heridos,NO
-74.07855180685,4.6472616468,2024-04-24,2024,7,TEUSAQUILLO,Con Heridos,NO
-74.09783688967,4.60991338846,2024-04-24,2024,16,PUENTE ARANDA,Con Heridos,NO
-74.18095854704,4.60744838765,2024-04-30,2024,23,BOSA,Con Heridos,NO
-74.12375239317,4.62524592908,2024-04-26,2024,18,PUENTE ARANDA,Con Heridos,NO
-74.14403821722,4.59878190441,2024-04-30,2024,7,KENNEDY,Con Heridos,NO
-74.18202874844,4.62277830805,2024-04-29,2024,15,BOSA,Con Heridos,NO
-74.17096568962,4.62914159227,2024-04-30,2024,17,KENNEDY,Con Heridos,NO
-74.10100457852,4.70306646473,2024-04-26,2024,19,ENGATIVÁ,Con Heridos,NO
-74.18555048887,4.61771471209,2024-05-07,2024,6,BOSA,Con Heridos,NO
-74.15187401359,4.55346754747,2024-05-05,2024,19,CIUDAD BOLÍVAR,Con Heridos,NO
-74.07114519174,4.70603597384,2024-04-20,2024,8,SUBA,Con Heridos,NO
-74.10172341053,4.7496182989,2024-04-25,2024,16,SUBA,Con Heridos,NO
-74.13914059957,4.56216815075,2024-04-20,2024,11,CIUDAD BOLÍVAR,Con Heridos,NO
-74.11864546721,4.61027966226,2024-04-20,2024,14,PUENTE ARANDA,Con Heridos,NO
-74.17457972743,4.61754143647,2024-04-23,2024,7,KENNEDY,Con Heridos,NO
-74.07475916331,4.62212063079,2024-04-24,2024,9,TEUSAQUILLO,Con Muertos,NO
-74.07072737917,4.65740168255,2024-04-19,2024,9,BARRIOS UNIDOS,Con Heridos,NO
-74.12510288541,4.56118793926,2024-04-17,2024,13,TUNJUELITO,Con Heridos,NO
-74.11818903303,4.61375748648,2024-04-20,2024,19,PUENTE ARANDA,Con Heridos,NO
-74.14072448343,4.66578065946,2024-04-19,2024,19,FONTIBÓN,Con Heridos,NO
-74.06631020491,4.64079201103,2024-04-22,2024,21,TEUSAQUILLO,Con Heridos,SI
-74.12286189978,4.67494406535,2024-04-22,2024,3,FONTIBÓN,Con Heridos,NO
-74.09099725668,4.6281172346,2024-04-22,2024,3,TEUSAQUILLO,Con Heridos,NO
-74.13779912178,4.61291308507,2024-04-24,2024,9,KENNEDY,Con Heridos,NO
-74.12381274288,4.65251216705,2024-04-19,2024,15,FONTIBÓN,Con Heridos,NO
-74.18388066468,4.62936235767,2024-04-24,2024,1,BOSA,Con Heridos,NO
-74.13623539393,4.63833781137,2024-04-23,2024,9,KENNEDY,Con Heridos,NO
-74.14928568189,4.63233862073,2024-04-24,2024,8,KENNEDY,Con Heridos,NO
-74.08300963824,4.63174110498,2024-04-22,2024,10,TEUSAQUILLO,Con Heridos,NO
-74.12323204462,4.63677652958,2024-04-19,2024,7,KENNEDY,Con Heridos,NO
-74.08142713492,4.70139572647,2024-03-10,2024,2,SUBA,Con Heridos,SI
-74.14113359348,4.61196276824,2024-01-29,2024,5,KENNEDY,Solo Daños,NO
-74.06037106172,4.66102048055,2024-01-29,2024,10,CHAPINERO,Con Heridos,NO
