Fecha,Localidad,lat,lon,Nubosidad,Humedad,Precipitacion,Zona
2024-03-02,SANTA FE,4.6041,-74.0318,86.0,49.0,0.0,Centro
2024-03-03,SANTA FE,4.6041,-74.0318,76.0,52.0,0.22,Centro
2024-03-04,SANTA FE,4.6041,-74.0318,84.0,59.0,0.0,Centro
2024-03-05,SANTA FE,4.6041,-74.0318,63.0,49.0,0.0,Centro
2024-03-06,SANTA FE,4.6041,-74.0318,23.0,39.0,0.0,Centro
2024-03-07,SANTA FE,4.6041,-74.0318,27.0,42.0,0.0,Centro
2024-03-08,SANTA FE,4.6041,-74.0318,86.0,53.0,0.0,Centro
2024-03-09,SANTA FE,4.6041,-74.0318,98.0,82.0,0.0,Centro
2024-03-10,SANTA FE,4.6041,-74.0318,99.0,45.0,0.0,Centro
2024-03-11,SANTA FE,4.6041,-74.0318,85.0,58.0,0.35,Centro
2024-03-12,SANTA FE,4.6041,-74.0318,38.0,53.0,0.0,Centro
2024-03-13,SANTA FE,4.6041,-74.0318,89.0,65.0,0.0,Centro
2024-03-14,SANTA FE,4.6041,-74.0318,100.0,81.0,3.75,Centro
2024-03-15,SANTA FE,4.6041,-74.0318,69.0,56.0,0.0,Centro
2024-03-16,SANTA FE,4.6041,-74.0318,75.0,48.0,0.0,Centro
2024-03-17,SANTA FE,4.6041,-74.0318,80.0,47.0,0.0,Centro
2024-03-18,SANTA FE,4.6041,-74.0318,79.0,46.0,0.0,Centro
2024-03-19,SANTA FE,4.6041,-74.0318,99.0,56.0,6.62,Centro
2024-03-20,SANTA FE,4.6041,-74.0318,96.0,50.0,0.22,Centro
2024-03-21,SANTA FE,4.6041,-74.0318,40.0,49.0,0.38,Centro
2024-03-22,SANTA FE,4.6041,-74.0318,75.0,46.0,0.0,Centro
2024-03-23,SANTA FE,4.6041,-74.0318,99.0,44.0,0.16,Centro
2024-03-24,SANTA FE,4.6041,-74.0318,73.0,49.0,3.35,Centro
2024-03-25,SANTA FE,4.6041,-74.0318,15.0,41.0,0.15,Centro
2024-03-26,SANTA FE,4.6041,-74.0318,46.0,44.0,0.48,Centro
2024-03-27,SANTA FE,4.6041,-74.0318,81.0,38.0,0.45,Centro
2024-03-28,SANTA FE,4.6041,-74.0318,70.0,52.0,6.59,Centro
2024-03-29,SANTA FE,4.6041,-74.0318,79.0,68.0,0.76,Centro
2024-03-30,SANTA FE,4.6041,-74.0318,78.0,46.0,5.29,Centro
2024-03-31,SANTA FE,4.6041,-74.0318,100.0,69.0,0.0,Centro
2024-04-01,SANTA FE,4.6041,-74.0318,75.0,68.0,0.0,Centro
2024-04-02,SANTA FE,4.6041,-74.0318,95.0,70.0,0.0,Centro
2024-04-03,SANTA FE,4.6041,-74.0318,75.0,56.0,0.0,Centro
2024-04-04,SANTA FE,4.6041,-74.0318,97.0,78.0,4.28,Centro
2024-04-05,SANTA FE,4.6041,-74.0318,31.0,52.0,1.01,Centro
2024-04-06,SANTA FE,4.6041,-74.0318,83.0,60.0,0.0,Centro
2024-04-07,SANTA FE,4.6041,-74.0318,99.0,46.0,0.0,Centro
2024-04-08,SANTA FE,4.6041,-74.0318,87.0,81.0,0.0,Centro
2024-04-09,SANTA FE,4.6041,-74.0318,61.0,50.0,0.0,Centro
2024-04-10,SANTA FE,4.6041,-74.0318,16.0,34.0,0.0,Centro
2024-04-11,SANTA FE,4.6041,-74.0318,39.0,38.0,0.0,Centro
2024-04-12,SANTA FE,4.6041,-74.0318,98.0,39.0,0.0,Centro
2024-04-13,SANTA FE,4.6041,-74.0318,57.0,45.0,0.0,Centro
2024-04-14,SANTA FE,4.6041,-74.0318,93.0,48.0,0.0,Centro
2024-04-15,SANTA FE,4.6041,-74.0318,66.0,45.0,0.0,Centro
2024-04-16,SANTA FE,4.6041,-74.0318,99.0,47.0,0.0,Centro
2024-04-17,SANTA FE,4.6041,-74.0318,89.0,51.0,3.16,Centro
2024-04-18,SANTA FE,4.6041,-74.0318,97.0,74.0,5.08,Centro
2024-04-19,SANTA FE,4.6041,-74.0318,100.0,71.0,1.85,Centro
2024-04-20,SANTA FE,4.6041,-74.0318,100.0,81.0,4.21,Centro
2024-04-21,SANTA FE,4.6041,-74.0318,100.0,81.0,7.95,Centro
2024-04-22,SANTA FE,4.6041,-74.0318,100.0,93.0,30.79,Centro
2024-04-23,SANTA FE,4.6041,-74.0318,89.0,77.0,0.48,Centro
2024-04-24,SANTA FE,4.6041,-74.0318,97.0,80.0,3.43,Centro
2024-04-25,SANTA FE,4.6041,-74.0318,86.0,66.0,0.0,Centro
2024-04-26,SANTA FE,4.6041,-74.0318,100.0,90.0,0.0,Centro
2024-04-27,SANTA FE,4.6041,-74.0318,96.0,89.0,0.21,Centro
2024-04-28,SANTA FE,4.6041,-74.0318,81.0,84.0,8.68,Centro
2024-04-29,SANTA FE,4.6041,-74.0318,100.0,84.0,11.95,Centro
2024-04-30,SANTA FE,4.6041,-74.0318,55.0,61.0,0.0,Centro
2024-05-01,SANTA FE,4.6041,-74.0318,85.0,75.0,0.0,Centro
2024-05-02,SANTA FE,4.6041,-74.0318,100.0,75.0,0.65,Centro
2024-05-03,SANTA FE,4.6041,-74.0318,93.0,70.0,0.26,Centro
2024-05-04,SANTA FE,4.6041,-74.0318,100.0,91.0,0.0,Centro
2024-05-05,SANTA FE,4.6041,-74.0318,100.0,87.0,4.58,Centro
2024-05-06,SANTA FE,4.6041,-74.0318,99.0,81.0,0.0,Centro
2024-05-07,SANTA FE,4.6041,-74.0318,84.0,64.0,0.0,Centro
2024-05-08,SANTA FE,4.6041,-74.0318,100.0,94.0,1.56,Centro
2024-05-09,SANTA FE,4.6041,-74.0318,98.0,90.0,2.4,Centro
2024-05-10,SANTA FE,4.6041,-74.0318,100.0,94.0,0.0,Centro
2024-05-11,SANTA FE,4.6041,-74.0318,75.0,69.0,0.0,Centro
2024-05-12,SANTA FE,4.6041,-74.0318,90.0,65.0,0.0,Centro
2024-05-13,SANTA FE,4.6041,-74.0318,96.0,69.0,0.0,Centro
2024-05-14,SANTA FE,4.6041,-74.0318,100.0,55.0,0.19,Centro
2024-05-15,SANTA FE,4.6041,-74.0318,76.0,67.0,1.02,Centro
2024-05-16,SANTA FE,4.6041,-74.0318,100.0,67.0,0.13,Centro
2024-05-17,SANTA FE,4.6041,-74.0318,88.0,62.0,0.0,Centro
2024-05-18,SANTA FE,4.6041,-74.0318,98.0,74.0,10.14,Centro
2024-05-19,SANTA FE,4.6041,-74.0318,85.0,61.0,0.0,Centro
2024-05-20,SANTA FE,4.6041,-74.0318,100.0,76.0,0.0,Centro
2024-05-21,SANTA FE,4.6041,-74.0318,100.0,82.0,9.03,Centro
2024-05-22,SANTA FE,4.6041,-74.0318,93.0,86.0,0.0,Centro
2024-05-23,SANTA FE,4.6041,-74.0318,87.0,69.0,0.0,Centro
2024-05-24,SANTA FE,4.6041,-74.0318,99.0,66.0,0.11,Centro
2024-05-25,SANTA FE,4.6041,-74.0318,99.0,88.0,9.57,Centro
2024-05-26,SANTA FE,4.6041,-74.0318,100.0,68.0,1.51,Centro
2024-05-27,SANTA FE,4.6041,-74.0318,63.0,61.0,0.0,Centro
2024-05-28,SANTA FE,4.6041,-74.0318,57.0,70.0,0.0,Centro
2024-05-29,SANTA FE,4.6041,-74.0318,75.0,82.0,0.0,Centro
2024-05-30,SANTA FE,4.6041,-74.0318,100.0,78.0,0.0,Centro
2024-05-31,SANTA FE,4.6041,-74.0318,93.0,86.0,0.0,Centro
2024-06-01,SANTA FE,4.6041,-74.0318,47.0,60.0,0.0,Centro
2024-06-02,SANTA FE,4.6041,-74.0318,90.0,63.0,0.0,Centro
2024-06-03,SANTA FE,4.6041,-74.0318,87.0,68.0,0.0,Centro
2024-06-04,SANTA FE,4.6041,-74.0318,100.0,93.0,7.2,Centro
2024-06-05,SANTA FE,4.6041,-74.0318,97.0,78.0,0.18,Centro
2024-06-06,SANTA FE,4.6041,-74.0318,62.0,71.0,1.49,Centro
2024-06-07,SANTA FE,4.6041,-74.0318,72.0,63.0,1.19,Centro
2024-06-08,SANTA FE,4.6041,-74.0318,75.0,72.0,0.25,Centro
2024-06-09,SANTA FE,4.6041,-74.0318,54.0,71.0,0.0,Centro
2024-06-10,SANTA FE,4.6041,-74.0318,100.0,66.0,0.0,Centro
2024-06-11,SANTA FE,4.6041,-74.0318,75.0,68.0,0.0,Centro
2024-06-12,SANTA FE,4.6041,-74.0318,34.0,60.0,1.22,Centro
2024-06-13,SANTA FE,4.6041,-74.0318,51.0,63.0,0.0,Centro
2024-06-14,SANTA FE,4.6041,-74.0318,75.0,52.0,0.0,Centro
2024-06-15,SANTA FE,4.6041,-74.0318,99.0,94.0,19.73,Centro
2024-06-16,SANTA FE,4.6041,-74.0318,100.0,93.0,0.0,Centro
2024-06-17,SANTA FE,4.6041,-74.0318,90.0,64.0,0.79,Centro
2024-06-18,SANTA FE,4.6041,-74.0318,84.0,73.0,9.63,Centro
2024-06-19,SANTA FE,4.6041,-74.0318,40.0,88.0,1.54,Centro
2024-06-20,SANTA FE,4.6041,-74.0318,100.0,88.0,4.81,Centro
2024-06-21,SANTA FE,4.6041,-74.0318,78.0,75.0,0.0,Centro
2024-06-22,SANTA FE,4.6041,-74.0318,87.0,67.0,0.0,Centro
2024-06-23,SANTA FE,4.6041,-74.0318,65.0,74.0,0.0,Centro
2024-06-24,SANTA FE,4.6041,-74.0318,100.0,88.0,0.15,Centro
2024-06-25,SANTA FE,4.6041,-74.0318,92.0,78.0,0.0,Centro
2024-06-26,SANTA FE,4.6041,-74.0318,65.0,61.0,0.0,Centro
2024-06-27,SANTA FE,4.6041,-74.0318,74.0,68.0,0.0,Centro
2024-06-28,SANTA FE,4.6041,-74.0318,90.0,63.0,0.43,Centro
2024-06-29,SANTA FE,4.6041,-74.0318,75.0,59.0,0.56,Centro
2024-06-30,SANTA FE,4.6041,-74.0318,79.0,76.0,0.0,Centro
2024-07-01,SANTA FE,4.6041,-74.0318,77.0,59.0,0.0,Centro
2024-07-02,SANTA FE,4.6041,-74.0318,78.0,66.0,0.0,Centro
2024-07-03,SANTA FE,4.6041,-74.0318,98.0,80.0,0.0,Centro
2024-07-04,SANTA FE,4.6041,-74.0318,96.0,72.0,0.0,Centro
2024-07-05,SANTA FE,4.6041,-74.0318,90.0,86.0,6.99,Centro
2024-07-06,SANTA FE,4.6041,-74.0318,98.0,91.0,0.0,Centro
2024-07-07,SANTA FE,4.6041,-74.0318,94.0,64.0,0.0,Centro
2024-07-08,SANTA FE,4.6041,-74.0318,34.0,60.0,1.55,Centro
2024-07-09,SANTA FE,4.6041,-74.0318,94.0,82.0,0.0,Centro
2024-07-10,SANTA FE,4.6041,-74.0318,98.0,68.0,0.0,Centro
2024-07-11,SANTA FE,4.6041,-74.0318,45.0,58.0,0.0,Centro
2024-07-12,SANTA FE,4.6041,-74.0318,66.0,72.0,0.13,Centro
2024-07-13,SANTA FE,4.6041,-74.0318,98.0,86.0,0.0,Centro
2024-07-14,SANTA FE,4.6041,-74.0318,48.0,68.0,0.0,Centro
2024-07-15,SANTA FE,4.6041,-74.0318,50.0,59.0,0.12,Centro
2024-07-16,SANTA FE,4.6041,-74.0318,74.0,66.0,0.0,Centro
2024-07-17,SANTA FE,4.6041,-74.0318,98.0,75.0,0.0,Centro
2024-07-18,SANTA FE,4.6041,-74.0318,96.0,69.0,1.68,Centro
2024-07-19,SANTA FE,4.6041,-74.0318,42.0,69.0,0.0,Centro
2024-07-20,SANTA FE,4.6041,-74.0318,64.0,67.0,0.0,Centro
2024-07-21,SANTA FE,4.6041,-74.0318,57.0,63.0,0.54,Centro
2024-07-22,SANTA FE,4.6041,-74.0318,62.0,72.0,0.0,Centro
2024-07-23,SANTA FE,4.6041,-74.0318,87.0,87.0,0.0,Centro
2024-07-24,SANTA FE,4.6041,-74.0318,91.0,82.0,0.0,Centro
2024-07-25,SANTA FE,4.6041,-74.0318,74.0,61.0,0.0,Centro
2024-07-26,SANTA FE,4.6041,-74.0318,83.0,67.0,0.0,Centro
2024-07-27,SANTA FE,4.6041,-74.0318,81.0,64.0,0.0,Centro
2024-07-28,SANTA FE,4.6041,-74.0318,76.0,72.0,0.3,Centro
2024-07-29,SANTA FE,4.6041,-74.0318,49.0,53.0,0.0,Centro
2024-07-30,SANTA FE,4.6041,-74.0318,91.0,80.0,0.0,Centro
2024-07-31,SANTA FE,4.6041,-74.0318,74.0,67.0,0.0,Centro
2024-08-01,SANTA FE,4.6041,-74.0318,90.0,59.0,0.0,Centro
2024-08-02,SANTA FE,4.6041,-74.0318,39.0,49.0,0.0,Centro
2024-08-03,SANTA FE,4.6041,-74.0318,73.0,57.0,0.0,Centro
2024-08-04,SANTA FE,4.6041,-74.0318,88.0,60.0,0.0,Centro
2024-08-05,SANTA FE,4.6041,-74.0318,100.0,64.0,0.35,Centro
2024-08-06,SANTA FE,4.6041,-74.0318,100.0,77.0,0.0,Centro
2024-08-07,SANTA FE,4.6041,-74.0318,66.0,58.0,0.0,Centro
2024-08-08,SANTA FE,4.6041,-74.0318,46.0,58.0,8.29,Centro
2024-08-09,SANTA FE,4.6041,-74.0318,100.0,81.0,26.72,Centro
2024-08-10,SANTA FE,4.6041,-74.0318,76.0,73.0,0.0,Centro
2024-08-11,SANTA FE,4.6041,-74.0318,53.0,66.0,0.0,Centro
2024-08-12,SANTA FE,4.6041,-74.0318,29.0,51.0,0.0,Centro
2024-08-13,SANTA FE,4.6041,-74.0318,76.0,63.0,0.0,Centro
2024-08-14,SANTA FE,4.6041,-74.0318,89.0,63.0,0.0,Centro
2024-08-15,SANTA FE,4.6041,-74.0318,65.0,47.0,0.0,Centro
2024-08-16,SANTA FE,4.6041,-74.0318,61.0,49.0,0.0,Centro
2024-08-17,SANTA FE,4.6041,-74.0318,16.0,44.0,0.0,Centro
2024-08-18,SANTA FE,4.6041,-74.0318,3.0,40.0,0.0,Centro
2024-08-19,SANTA FE,4.6041,-74.0318,52.0,51.0,0.0,Centro
2024-08-20,SANTA FE,4.6041,-74.0318,73.0,69.0,0.0,Centro
2024-08-21,SANTA FE,4.6041,-74.0318,6.0,41.0,0.0,Centro
2024-08-22,SANTA FE,4.6041,-74.0318,100.0,45.0,0.0,Centro
2024-08-23,SANTA FE,4.6041,-74.0318,33.0,49.0,6.81,Centro
2024-08-24,SANTA FE,4.6041,-74.0318,65.0,65.0,0.0,Centro
2024-08-25,SANTA FE,4.6041,-74.0318,97.0,64.0,0.0,Centro
2024-08-26,SANTA FE,4.6041,-74.0318,95.0,77.0,0.0,Centro
2024-08-27,SANTA FE,4.6041,-74.0318,69.0,51.0,0.0,Centro
2024-08-28,SANTA FE,4.6041,-74.0318,74.0,59.0,1.22,Centro
2024-08-29,SANTA FE,4.6041,-74.0318,42.0,55.0,0.0,Centro
2024-08-30,SANTA FE,4.6041,-74.0318,17.0,44.0,0.0,Centro
2024-08-31,SANTA FE,4.6041,-74.0318,48.0,53.0,0.0,Centro
2024-09-01,SANTA FE,4.6041,-74.0318,79.0,66.0,0.0,Centro
2024-09-02,SANTA FE,4.6041,-74.0318,27.0,51.0,0.0,Centro
2024-09-03,SANTA FE,4.6041,-74.0318,20.0,44.0,0.0,Centro
2024-09-04,SANTA FE,4.6041,-74.0318,21.0,50.0,0.42,Centro
2024-09-05,SANTA FE,4.6041,-74.0318,62.0,61.0,0.0,Centro
2024-09-06,SANTA FE,4.6041,-74.0318,37.0,54.0,0.0,Centro
2024-09-07,SANTA FE,4.6041,-74.0318,75.0,42.0,0.27,Centro
2024-09-08,SANTA FE,4.6041,-74.0318,98.0,75.0,0.0,Centro
2024-09-09,SANTA FE,4.6041,-74.0318,91.0,42.0,0.0,Centro
2024-09-10,SANTA FE,4.6041,-74.0318,42.0,51.0,0.0,Centro
2024-09-11,SANTA FE,4.6041,-74.0318,51.0,48.0,0.0,Centro
2024-09-12,SANTA FE,4.6041,-74.0318,56.0,61.0,0.0,Centro
2024-09-13,SANTA FE,4.6041,-74.0318,70.0,46.0,1.99,Centro
2024-09-14,SANTA FE,4.6041,-74.0318,81.0,49.0,0.0,Centro
2024-09-15,SANTA FE,4.6041,-74.0318,8.0,43.0,0.0,Centro
2024-09-16,SANTA FE,4.6041,-74.0318,35.0,42.0,0.0,Centro
2024-09-17,SANTA FE,4.6041,-74.0318,84.0,56.0,0.0,Centro
2024-09-18,SANTA FE,4.6041,-74.0318,71.0,37.0,0.0,Centro
2024-09-19,SANTA FE,4.6041,-74.0318,39.0,39.0,0.0,Centro
2024-09-20,SANTA FE,4.6041,-74.0318,83.0,57.0,6.38,Centro
2024-09-21,SANTA FE,4.6041,-74.0318,75.0,54.0,0.0,Centro
2024-09-22,SANTA FE,4.6041,-74.0318,84.0,59.0,0.12,Centro
2024-09-23,SANTA FE,4.6041,-74.0318,100.0,46.0,0.0,Centro
2024-09-24,SANTA FE,4.6041,-74.0318,36.0,38.0,0.0,Centro
2024-09-25,SANTA FE,4.6041,-74.0318,55.0,45.0,0.0,Centro
2024-09-26,SANTA FE,4.6041,-74.0318,100.0,51.0,0.27,Centro
2024-09-27,SANTA FE,4.6041,-74.0318,79.0,64.0,0.0,Centro
2024-09-28,SANTA FE,4.6041,-74.0318,94.0,75.0,0.0,Centro
2024-09-29,SANTA FE,4.6041,-74.0318,100.0,89.0,0.0,Centro
2024-09-30,SANTA FE,4.6041,-74.0318,100.0,78.0,0.0,Centro
2024-10-01,SANTA FE,4.6041,-74.0318,21.0,53.0,0.0,Centro
2024-10-02,SANTA FE,4.6041,-74.0318,25.0,48.0,3.17,Centro
2024-10-03,SANTA FE,4.6041,-74.0318,26.0,56.0,0.0,Centro
2024-10-04,SANTA FE,4.6041,-74.0318,79.0,60.0,0.0,Centro
2024-10-05,SANTA FE,4.6041,-74.0318,40.0,56.0,0.97,Centro
2024-10-06,SANTA FE,4.6041,-74.0318,93.0,82.0,2.47,Centro
2024-10-07,SANTA FE,4.6041,-74.0318,98.0,68.0,0.0,Centro
2024-10-08,SANTA FE,4.6041,-74.0318,99.0,87.0,0.0,Centro
2024-10-09,SANTA FE,4.6041,-74.0318,100.0,78.0,2.65,Centro
2024-10-10,SANTA FE,4.6041,-74.0318,64.0,72.0,1.6,Centro
2024-10-11,SANTA FE,4.6041,-74.0318,75.0,43.0,0.0,Centro
2024-10-12,SANTA FE,4.6041,-74.0318,100.0,56.0,0.8,Centro
2024-10-13,SANTA FE,4.6041,-74.0318,60.0,59.0,0.0,Centro
2024-10-14,SANTA FE,4.6041,-74.0318,85.0,49.0,0.0,Centro
2024-10-15,SANTA FE,4.6041,-74.0318,98.0,58.0,0.32,Centro
2024-10-16,SANTA FE,4.6041,-74.0318,99.0,46.0,0.0,Centro
2024-10-17,SANTA FE,4.6041,-74.0318,20.0,39.0,0.0,Centro
2024-10-18,SANTA FE,4.6041,-74.0318,20.0,40.0,0.0,Centro
2024-10-19,SANTA FE,4.6041,-74.0318,77.0,48.0,0.21,Centro
2024-10-20,SANTA FE,4.6041,-74.0318,94.0,65.0,0.0,Centro
2024-10-21,SANTA FE,4.6041,-74.0318,89.0,69.0,1.6,Centro
2024-10-22,SANTA FE,4.6041,-74.0318,100.0,95.0,0.0,Centro
2024-10-23,SANTA FE,4.6041,-74.0318,81.0,56.0,0.0,Centro
2024-10-24,SANTA FE,4.6041,-74.0318,97.0,63.0,0.0,Centro
2024-10-25,SANTA FE,4.6041,-74.0318,87.0,40.0,0.0,Centro
2024-10-26,SANTA FE,4.6041,-74.0318,75.0,46.0,0.0,Centro
2024-10-27,SANTA FE,4.6041,-74.0318,75.0,82.0,0.0,Centro
2024-10-28,SANTA FE,4.6041,-74.0318,100.0,83.0,0.41,Centro
2024-10-29,SANTA FE,4.6041,-74.0318,75.0,45.0,0.0,Centro
2024-10-30,SANTA FE,4.6041,-74.0318,71.0,65.0,9.27,Centro
2024-10-31,SANTA FE,4.6041,-74.0318,90.0,47.0,23.71,Centro
2024-11-01,SANTA FE,4.6041,-74.0318,59.0,82.0,2.16,Centro
2024-11-02,SANTA FE,4.6041,-74.0318,99.0,76.0,1.56,Centro
2024-11-03,SANTA FE,4.6041,-74.0318,95.0,86.0,1.28,Centro
2024-11-04,SANTA FE,4.6041,-74.0318,100.0,77.0,7.33,Centro
2024-11-05,SANTA FE,4.6041,-74.0318,96.0,74.0,0.0,Centro
2024-11-06,SANTA FE,4.6041,-74.0318,63.0,64.0,6.85,Centro
2024-11-07,SANTA FE,4.6041,-74.0318,82.0,73.0,20.05,Centro
2024-11-08,SANTA FE,4.6041,-74.0318,100.0,93.0,3.19,Centro
2024-11-09,SANTA FE,4.6041,-74.0318,99.0,91.0,12.92,Centro
2024-11-10,SANTA FE,4.6041,-74.0318,100.0,93.0,0.97,Centro
2024-11-11,SANTA FE,4.6041,-74.0318,100.0,76.0,4.33,Centro
2024-11-12,SANTA FE,4.6041,-74.0318,76.0,68.0,0.19,Centro
2024-11-13,SANTA FE,4.6041,-74.0318,78.0,55.0,0.0,Centro
2024-11-14,SANTA FE,4.6041,-74.0318,100.0,94.0,7.73,Centro
2024-11-15,SANTA FE,4.6041,-74.0318,70.0,72.0,0.23,Centro
2024-11-16,SANTA FE,4.6041,-74.0318,100.0,67.0,1.88,Centro
2024-11-17,SANTA FE,4.6041,-74.0318,87.0,63.0,0.0,Centro
2024-11-18,SANTA FE,4.6041,-74.0318,69.0,59.0,2.97,Centro
2024-11-19,SANTA FE,4.6041,-74.0318,90.0,63.0,1.54,Centro
2024-11-20,SANTA FE,4.6041,-74.0318,58.0,72.0,1.62,Centro
2024-11-21,SANTA FE,4.6041,-74.0318,87.0,72.0,10.84,Centro
2024-11-22,SANTA FE,4.6041,-74.0318,87.0,59.0,14.45,Centro
2024-11-23,SANTA FE,4.6041,-74.0318,100.0,93.0,1.25,Centro
2024-11-24,SANTA FE,4.6041,-74.0318,65.0,72.0,0.0,Centro
2024-11-25,SANTA FE,4.6041,-74.0318,94.0,49.0,0.0,Centro
2024-11-26,SANTA FE,4.6041,-74.0318,66.0,63.0,0.0,Centro
2024-11-27,SANTA FE,4.6041,-74.0318,37.0,48.0,0.0,Centro
2024-11-28,SANTA FE,4.6041,-74.0318,100.0,55.0,0.0,Centro
2024-11-29,SANTA FE,4.6041,-74.0318,97.0,55.0,0.0,Centro
2024-11-30,SANTA FE,4.6041,-74.0318,82.0,49.0,0.0,Centro
2024-12-01,SANTA FE,4.6041,-74.0318,97.0,55.0,0.0,Centro
2024-12-02,SANTA FE,4.6041,-74.0318,80.0,52.0,0.0,Centro
2024-12-03,SANTA FE,4.6041,-74.0318,47.0,59.0,0.0,Centro
2024-12-04,SANTA FE,4.6041,-74.0318,40.0,52.0,0.0,Centro
2024-12-05,SANTA FE,4.6041,-74.0318,96.0,56.0,0.0,Centro
2024-12-06,SANTA FE,4.6041,-74.0318,87.0,59.0,0.0,Centro
2024-12-07,SANTA FE,4.6041,-74.0318,65.0,56.0,0.0,Centro
2024-12-08,SANTA FE,4.6041,-74.0318,73.0,48.0,0.0,Centro
2024-12-09,SANTA FE,4.6041,-74.0318,3.0,43.0,0.0,Centro
2024-12-10,SANTA FE,4.6041,-74.0318,77.0,55.0,0.0,Centro
2024-12-11,SANTA FE,4.6041,-74.0318,100.0,39.0,0.0,Centro
2024-12-12,SANTA FE,4.6041,-74.0318,53.0,63.0,0.0,Centro
2024-12-13,SANTA FE,4.6041,-74.0318,91.0,48.0,0.62,Centro
2024-12-14,SANTA FE,4.6041,-74.0318,22.0,63.0,0.0,Centro
2024-12-15,SANTA FE,4.6041,-74.0318,80.0,72.0,0.0,Centro
2024-12-16,SANTA FE,4.6041,-74.0318,75.0,45.0,0.37,Centro
2024-12-17,SANTA FE,4.6041,-74.0318,90.0,59.0,0.0,Centro
2024-12-18,SANTA FE,4.6041,-74.0318,81.0,72.0,0.0,Centro
2024-12-19,SANTA FE,4.6041,-74.0318,33.0,52.0,0.0,Centro
2024-12-20,SANTA FE,4.6041,-74.0318,28.0,48.0,0.0,Centro
2024-12-21,SANTA FE,4.6041,-74.0318,30.0,59.0,0.0,Centro
2024-12-22,SANTA FE,4.6041,-74.0318,81.0,59.0,0.6,Centro
2024-12-23,SANTA FE,4.6041,-74.0318,100.0,100.0,0.24,Centro
2024-12-24,SANTA FE,4.6041,-74.0318,100.0,59.0,4.54,Centro
2024-12-25,SANTA FE,4.6041,-74.0318,63.0,63.0,0.0,Centro
2024-12-26,SANTA FE,4.6041,-74.0318,59.0,68.0,0.0,Centro
2024-12-27,SANTA FE,4.6041,-74.0318,30.0,82.0,0.0,Centro
2024-12-28,SANTA FE,4.6041,-74.0318,84.0,72.0,0.0,Centro
2024-12-29,SANTA FE,4.6041,-74.0318,99.0,77.0,5.05,Centro
2024-12-30,SANTA FE,4.6041,-74.0318,81.0,100.0,7.34,Centro
2024-12-31,SANTA FE,4.6041,-74.0318,93.0,100.0,0.0,Centro
2024-03-23,SAN CRISTOBAL,4.5607,-74.0558,99.0,44.0,0.16,Suroriental
2024-03-24,SAN CRISTOBAL,4.5607,-74.0558,73.0,49.0,3.35,Suroriental
2024-03-25,SAN CRISTOBAL,4.5607,-74.0558,15.0,41.0,0.15,Suroriental
2024-03-26,SAN CRISTOBAL,4.5607,-74.0558,46.0,44.0,0.48,Suroriental
2024-03-27,SAN CRISTOBAL,4.5607,-74.0558,81.0,38.0,0.45,Suroriental
2024-03-28,SAN CRISTOBAL,4.5607,-74.0558,70.0,52.0,6.59,Suroriental
2024-03-29,SAN CRISTOBAL,4.5607,-74.0558,79.0,68.0,0.76,Suroriental
2024-03-30,SAN CRISTOBAL,4.5607,-74.0558,78.0,46.0,5.29,Suroriental
2024-03-31,SAN CRISTOBAL,4.5607,-74.0558,100.0,69.0,0.0,Suroriental
2024-04-01,SAN CRISTOBAL,4.5607,-74.0558,75.0,68.0,0.0,Suroriental
2024-04-02,SAN CRISTOBAL,4.5607,-74.0558,95.0,70.0,0.0,Suroriental
2024-04-03,SAN CRISTOBAL,4.5607,-74.0558,75.0,56.0,0.0,Suroriental
2024-04-04,SAN CRISTOBAL,4.5607,-74.0558,97.0,78.0,4.28,Suroriental
2024-04-05,SAN CRISTOBAL,4.5607,-74.0558,31.0,52.0,1.01,Suroriental
2024-04-06,SAN CRISTOBAL,4.5607,-74.0558,83.0,60.0,0.0,Suroriental
2024-04-07,SAN CRISTOBAL,4.5607,-74.0558,99.0,46.0,0.0,Suroriental
2024-04-08,SAN CRISTOBAL,4.5607,-74.0558,87.0,81.0,0.0,Suroriental
2024-04-09,SAN CRISTOBAL,4.5607,-74.0558,61.0,50.0,0.0,Suroriental
2024-04-10,SAN CRISTOBAL,4.5607,-74.0558,16.0,34.0,0.0,Suroriental
2024-04-11,SAN CRISTOBAL,4.5607,-74.0558,39.0,38.0,0.0,Suroriental
2024-04-12,SAN CRISTOBAL,4.5607,-74.0558,98.0,39.0,0.0,Suroriental
2024-04-13,SAN CRISTOBAL,4.5607,-74.0558,57.0,45.0,0.0,Suroriental
2024-04-14,SAN CRISTOBAL,4.5607,-74.0558,93.0,48.0,0.0,Suroriental
2024-04-15,SAN CRISTOBAL,4.5607,-74.0558,66.0,45.0,0.0,Suroriental
2024-04-16,SAN CRISTOBAL,4.5607,-74.0558,99.0,47.0,0.0,Suroriental
2024-04-17,SAN CRISTOBAL,4.5607,-74.0558,89.0,51.0,3.16,Suroriental
2024-04-18,SAN CRISTOBAL,4.5607,-74.0558,97.0,74.0,5.08,Suroriental
2024-04-19,SAN CRISTOBAL,4.5607,-74.0558,100.0,71.0,1.85,Suroriental
2024-04-20,SAN CRISTOBAL,4.5607,-74.0558,100.0,81.0,4.21,Suroriental
2024-04-21,SAN CRISTOBAL,4.5607,-74.0558,100.0,81.0,7.95,Suroriental
