fecha,localidad,zona,pm25_conc,pm25_nowcast,pm25_iboca,pm10_conc,pm10_nowcast,pm10_iboca,zona
2024-02-05,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,32.666666666666664,32.041666666666664,56.5,Centro oriental
2024-02-06,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,58.083333333333336,58.708333333333336,94.125,Centro oriental
2024-02-07,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,31.125,30.26086956521739,52.95652173913044,Centro oriental
2024-02-08,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,65.91666666666667,65.04166666666667,102.08333333333333,Centro oriental
2024-02-09,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,38.208333333333336,40.791666666666664,67.58333333333333,Centro oriental
2024-02-10,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,24.0,23.958333333333332,42.833333333333336,Centro oriental
2024-02-11,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,27.083333333333332,26.833333333333332,48.083333333333336,Centro oriental
2024-02-12,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,50.541666666666664,48.458333333333336,79.41666666666667,Centro oriental
2024-02-13,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,58.333333333333336,59.5,95.0,Centro oriental
2024-02-14,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,29.625,31.0,54.333333333333336,Centro oriental
2024-02-15,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,18.25,18.5,34.458333333333336,Centro oriental
2024-02-16,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,18.130434782608695,12.846153846153847,24.307692307692307,Centro oriental
2024-02-17,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,9.458333333333334,8.958333333333334,17.083333333333332,Centro oriental
2024-02-18,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,28.833333333333332,28.25,51.041666666666664,Centro oriental
2024-02-19,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,46.291666666666664,45.875,76.625,Centro oriental
2024-02-20,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,42.791666666666664,43.166666666666664,72.45833333333333,Centro oriental
2024-02-21,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,40.083333333333336,40.041666666666664,67.875,Centro oriental
2024-02-22,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,29.208333333333332,29.875,53.833333333333336,Centro oriental
2024-02-23,BARRIOS UNIDOS,Centro oriental,22.13507397554095,22.328717290602224,71.56056739895143,38.375,37.708333333333336,63.625,Centro oriental
2024-02-24,BARRIOS UNIDOS,Centro oriental,23.90909090909091,24.16181818181818,76.46545454545455,41.666666666666664,41.416666666666664,70.25,Centro oriental
2024-02-25,BARRIOS UNIDOS,Centro oriental,27.11764705882353,26.75529411764706,81.81823529411764,27.833333333333332,28.166666666666668,51.166666666666664,Centro oriental
2024-02-26,BARRIOS UNIDOS,Centro oriental,26.045454545454547,26.696363636363632,81.73590909090909,50.875,49.875,82.125,Centro oriental
2024-02-27,BARRIOS UNIDOS,Centro oriental,26.4,26.773500000000002,81.859,58.833333333333336,58.833333333333336,94.79166666666667,Centro oriental
2024-02-28,BARRIOS UNIDOS,Centro oriental,26.857142857142858,25.58571428571429,79.47857142857143,45.541666666666664,50.2,82.0,Centro oriental
